project	tissue	method	log2_auprc_over_prior	auROC	dataset	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP033095	lung	RPKM	0.13256906430624066	0.53092261706297	SRP033095_lung	15	0.8582866534354783	8425522	2718246969219.781	8425522	2718246969219.781	0.8582866534354783
SRP033135	muscle	RPKM	0.18711103466766676	0.5190038396767704	SRP033135_muscle	13	0.46039028698166745	857340	1470729804634.05	5596544	6664901268816.91	0.9546711744665038
SRP033266	blood	RPKM	0.3595941934814439	0.5596560987496559	SRP033266_blood	130	0.8014985543932507	6256109.5	9260764223673.744	6256109.5	9260764223673.744	0.8014985543932507
SRP033266	bone	RPKM	0.22641736895328923	0.49835578398096914	SRP033266_bone	14	0.832164316499012	5627730	6555408506375.939	5627730	6555408506375.939	0.832164316499012
SRP033267	stem_cell	RPKM	0.19482531394997848	0.5376995838441871	SRP033267_stem_cell	6	0.8320175262602336	89306829.5	69537558954450.664	89306829.5	69537558954450.664	0.8320175262602336
SRP033491	umbilical_cord	RPKM	0.21421118295063604	0.5154529185406318	SRP033491_umbilical_cord	8	0.9669225386317815	5147519	6982450455727.071	5147519	6982450455727.071	0.9669225386317815
SRP033725	brain	RPKM	0.06249724293993194	0.5187249242590042	SRP033725_brain	61	0.9436714493100345	11256146	611207724874560	11256146	611207724874560	0.9436714493100345
SRP034009	cervix	RPKM	0.28401239078842744	0.5303002190157713	SRP034009_cervix	6	0.938420081966154	8417853	4159387560903.467	8417853	4159387560903.467	0.938420081966154
SRP034592	prostate	RPKM	0.33050438611218314	0.5440010495262868	SRP034592_prostate	10	0.9418942539196131	13685198.5	68182117562375.43	13685198.5	68182117562375.43	0.9418942539196131
SRP034606	stem_cell	RPKM	0.06018561300963028	0.5155733586220776	SRP034606_stem_cell	12	0.9771948763524068	14075705	17781016945379.54	14075705	17781016945379.54	0.9771948763524068
SRP034698	skin	RPKM	0.32798670204984737	0.5798627124727318	SRP034698_skin	7	0.5279443664570624	9969803	3892739663837	9969803	3892739663837	0.5279443664570624
SRP034711	blood	RPKM	0.2203126465340074	0.5311589263037604	SRP034711_blood	15	0.8877401050474737	36525704	8983424785503411	36525704	8983424785503411	0.8877401050474737
SRP034732	blood	RPKM	0.5481347689836312	0.5959245607300545	SRP034732_blood	43	0.9588344420866222	6783735	10411692595630.78	6899794	8827003143067.469	0.9611744203911324
SRP035268	umbilical_cord	RPKM	0.05483438078113665	0.5121867946472776	SRP035268_umbilical_cord	10	0.8903186654767469	10029086.5	27431421010347.51	10029086.5	27431421010347.51	0.8903186654767469
SRP035312	blood	RPKM	0.21992453494267122	0.5307766450546296	SRP035312_blood	15	0.8877666986467144	36533658	8976196882972780	36533658	8976196882972780	0.8877666986467144
SRP035387	liver	RPKM	0.32937965156194077	0.5601439763204326	SRP035387_liver	7	0.6363091022948317	29374287	6918186956436.238	29374287	6918186956436.238	0.6363091022948317
SRP035417	stem_cell	RPKM	0.08408116020821747	0.5161442478197387	SRP035417_stem_cell	6	0.9387005968638655	12422856	577652397760.6666	12422856	577652397760.6666	0.9387005968638655
SRP035641	skin	RPKM	0.16416300857174196	0.521979787962664	SRP035641_skin	6	0.9162006206148873	2244073	1267920719986.3	2244073	1267920719986.3	0.9162006206148873
SRP035862	brain	RPKM	0.17163878382160144	0.5250521768230101	SRP035862_brain	5	0.9063394674886787	4051595	3029918319025.7	4051595	3029918319025.7	0.9063394674886787
SRP035864	skin	RPKM	0.204665827163126	0.5299768698350817	SRP035864_skin	9	0.8702809511615685	8592392	9198923269929.527	8592392	9198923269929.527	0.8702809511615685
SRP035988	skin	RPKM	0.1719149404572168	0.5257326259625188	SRP035988_skin	178	0.8778079936566794	33751099.5	58988355444886.4	33751099.5	58988355444886.4	0.8778079936566794
SRP036848	prostate	RPKM	0.2794379289830878	0.5587256161265941	SRP036848_prostate	101	0.794937908118776	3295469	5870001902485.963	3295469	6037148905447.408	0.8035493961640454
SRP038863	bone	RPKM	0.23816457250919298	0.542912076943594	SRP038863_bone	31	0.9325358274294839	18781676	30868350828806.83	18781676	30868350828806.83	0.9325358274294839
SRP039348	stem_cell	RPKM	0.17901061702846588	0.523685674132139	SRP039348_stem_cell	30	0.8576161095955682	32493374.5	274197722414034.1	32493374.5	274197722414034.1	0.8576161095955682
SRP039359	breast	RPKM	0.2438966244614886	0.5416562396681002	SRP039359_breast	16	0.7040217351091869	6919283.5	12697728814234.863	6919283.5	12697728814234.863	0.7040217351091869
SRP039694	liver	RPKM	0.28394124186239983	0.5629757050264743	SRP039694_liver	15	0.8026393001773738	31278197	4759368945782.571	31278197	4759368945782.571	0.8026393001773738
SRP040070	epithelium	RPKM	0.1743655966492181	0.5211377606856331	SRP040070_epithelium	131	0.8889633553717141	9346721	42035154868952.45	9346721	42035154868952.45	0.8889633553717141
SRP040328	blood	RPKM	0.17944421475332878	0.5215680996607261	SRP040328_blood	19	0.9684930175820327	15803223	4100102712034.8013	15803223	4100102712034.8013	0.9684930175820327
SRP040472	epithelium	RPKM	0.07368833199038488	0.5287382977403468	SRP040472_epithelium	149	NA	4873072	86413655100599.78	10910451	68540019628779.2	0.9632245373135027
SRP040622	brain	RPKM	0.24022668363532546	0.5615908058971399	SRP040622_brain	13	0.7738508090902539	10208439	71050613234876.6	10208439	71050613234876.6	0.7738508090902539
SRP041008	stem_cell	RPKM	0.16731923203219273	0.5297531649771372	SRP041008_stem_cell	15	0.8721823647843858	20418882	3689276461414.495	20418882	3689276461414.495	0.8721823647843858
SRP041179	stem_cell	RPKM	0.24742951009838413	0.5454299242396701	SRP041179_stem_cell	43	0.8091357920855867	30668747	1128709859943755	30668747	1128709859943755	0.8091357920855867
SRP041396	kidney	RPKM	0.2646007701045389	0.5553062147009769	SRP041396_kidney	18	0.9804639668540178	17828715	87741805688792.53	17828715	87741805688792.53	0.9804639668540178
SRP041494	stem_cell	RPKM	-0.0362738149820148	0.5033274998536399	SRP041494_stem_cell	5	0.837412923318538	1347632	9355066355986.3	1347632	9355066355986.3	0.837412923318538
SRP041988	blood	RPKM	0.178950541290985	0.5260137469526853	SRP041988_blood	11	0.721420581403844	28728577	280416319897048.84	28728577	280416319897048.84	0.721420581403844
SRP041988	blood_vessel	RPKM	0.16800967932152217	0.5285226574847002	SRP041988_blood_vessel	5	0.7308129058032724	24145644	19674964452982.8	24145644	19674964452982.8	0.7308129058032724
SRP042153	blood	RPKM	0.39926401177234694	0.5530582238425268	SRP042153_blood	24	0.8194049131607193	29333594.5	112478789120435.53	29333594.5	112478789120435.53	0.8194049131607193
SRP042161	intestine	RPKM	0.03077870704082619	0.4998490386110461	SRP042161_intestine	21	0.2678583659847188	418025.5	556173778879.111	1198625	11887542720477.148	0.6748355756047185
SRP042184	umbilical_cord	RPKM	0.46476635458382765	0.5871231115397677	SRP042184_umbilical_cord	25	0.6231468722819414	37378687	1096962862640214.8	37378687	1096962862640214.8	0.6231468722819414
SRP042620	breast	RPKM	0.47322434892410875	0.5801901500663007	SRP042620_breast	167	0.6714053263873965	23879611	55196597263758.18	23879611	55196597263758.18	0.6714053263873965
SRP042623	blood	RPKM	0.2881511910108874	0.5524691882774277	SRP042623_blood	16	0.957969592875836	21164656	3250166072248.5625	21164656	3250166072248.5625	0.957969592875836
SRP043108	muscle	RPKM	0.2652785807005557	0.5254591164321027	SRP043108_muscle	74	0.9488124896455665	2068781.5	1595166218065.12	2377072	1244372262504.5154	0.9509354961201049
SRP043144	blood	RPKM	0.2834475195660031	0.5251567628556586	SRP043144_blood	12	0.9170923932632701	11065447.5	10081699585409.06	11065447.5	10081699585409.06	0.9170923932632701
SRP043221	muscle	RPKM	0.28606977647048065	0.5551756732124886	SRP043221_muscle	38	0.7179115773334743	126336817.5	958870666403399	126336817.5	958870666403399	0.7179115773334743
SRP043368	muscle	RPKM	0.29870795918842763	0.5448392448502091	SRP043368_muscle	26	0.9588315303382922	7308382.5	8099434538377.864	7308382.5	8099434538377.864	0.9588315303382922
SRP044668	brain	RPKM	0.4123038026642166	0.5696246935854106	SRP044668_brain	70	0.7212375404821718	21728000.5	37148100926271.24	21728000.5	37148100926271.24	0.7212375404821718
SRP044668	skin	RPKM	0.35768592284354905	0.5640144679769037	SRP044668_skin	23	0.791214767366163	26369196	18742361245796.406	26369196	18742361245796.406	0.791214767366163
SRP000762	epithelium	RPKM_quantile	0.3823997352725965	0.5720264006790785	SRP000762_epithelium	22	0.9785263368816445	4024140	14050560687704.621	4026980	13839021689053.1	0.9803515053420664
SRP000941	colon	RPKM_quantile	0.1789314443287967	0.5183205119519698	SRP000941_colon	24	0.8871250457558746	9069932	2982197564764.058	9069932	2982197564764.058	0.8871250457558746
SRP000941	heart	RPKM_quantile	0.19730160759473805	0.5310059341140914	SRP000941_heart	24	0.937793717798281	10202036	1147830126460.0417	10202036	1147830126460.0417	0.937793717798281
SRP000941	intestine	RPKM_quantile	0.17264527861758594	0.5189475553697775	SRP000941_intestine	32	0.9149503561915839	4309408	7667816074280.217	4309408	7667816074280.217	0.9149503561915839
SRP000941	lung	RPKM_quantile	0.2685439923505137	0.5400110158684583	SRP000941_lung	20	0.7532870120286826	8617928	5479685216180.257	8628235.5	4019083406430.0923	0.7571675546745809
SRP000941	muscle	RPKM_quantile	0.15627218274333324	0.5195610105411106	SRP000941_muscle	30	0.9101233706492706	5670970	95428472811461.7	5670970	95428472811461.7	0.9101233706492706
SRP000941	stem_cell	RPKM_quantile	0.3581076114236868	0.5634642428240113	SRP000941_stem_cell	99	0.6335681507630583	5175909	721193967325620.9	6776864	755711347810385.9	0.6517449699437442
SRP001371	blood	RPKM_quantile	0.17733173466337374	0.531690238884039	SRP001371_blood	20	0.9971459309901244	5882490	490440749620378	5882490	490440749620378	0.9971459309901244
SRP001371	brain	RPKM_quantile	0.0648778465944647	0.5135968246604534	SRP001371_brain	12	0.9612230361478138	54043061.5	252330960470104.38	54043061.5	252330960470104.38	0.9612230361478138
SRP001371	intestine	RPKM_quantile	0.10427231413438427	0.5299381706163331	SRP001371_intestine	14	0.9055033664256724	46285748	517266378348557	46285748	517266378348557	0.9055033664256724
SRP001371	kidney	RPKM_quantile	0.10657212086443978	0.5272258828013037	SRP001371_kidney	5	0.9769421783184283	56248691	106264162409291.7	56248691	106264162409291.7	0.9769421783184283
SRP001371	muscle	RPKM_quantile	0.052309119454778515	0.5215632151225691	SRP001371_muscle	7	0.8890394365084799	36873414	903359994356518.6	36873414	903359994356518.6	0.8890394365084799
SRP001558	liver	RPKM_quantile	0.22205819098069474	0.5348426376172029	SRP001558_liver	11	0.9247578114803341	4887004	445272832691.4	4887004	445272832691.4	0.9247578114803341
SRP001893	umbilical_cord	RPKM_quantile	0.10611867491522795	0.5113035045510514	SRP001893_umbilical_cord	12	0.9809573057844517	16016856	497386104224.24243	16016856	497386104224.24243	0.9809573057844517
SRP002079	brain	RPKM_quantile	0.10915591899594101	0.5187196230563131	SRP002079_brain	34	0.6774551372508555	1709663.5	1651117793959.4553	1709663.5	1651117793959.4553	0.6774551372508555
SRP002079	stem_cell	RPKM_quantile	0.06925178870951494	0.5130550641788432	SRP002079_stem_cell	27	0.8011469439008185	1886911	1101302979236.656	1992724	1041024362453.4985	0.8030977340010708
SRP002105	blood	RPKM_quantile	0.35307173543496523	0.5523559595299048	SRP002105_blood	15	0.9425098956485196	3266231	154793831752.20953	3266231	154793831752.20953	0.9425098956485196
SRP002272	liver	RPKM_quantile	0.10350870416556616	0.5208123052248084	SRP002272_liver	7	0.6089187975927195	6764631.5	7399956664689.538	7942672	5857451683910.619	0.7114213078445124
SRP002274	brain	RPKM_quantile	-0.007583206561795003	0.5001275698255085	SRP002274_brain	6	0.9949553683471325	7064703.5	93176427759.76666	7064703.5	93176427759.76666	0.9949553683471325
SRP002605	cervix	RPKM_quantile	0.1260546196332801	0.5137587379913384	SRP002605_cervix	24	0.9231615868042707	2760306	15529457497286.346	2760306	15529457497286.346	0.9231615868042707
SRP002628	prostate	RPKM_quantile	0.23393893767958798	0.5345214537942411	SRP002628_prostate	30	0.8454448120097025	6013922.5	5638445182990.947	6013922.5	5638445182990.947	0.8454448120097025
SRP003611	brain	RPKM_quantile	-0.023487616364333996	0.49983662415570507	SRP003611_brain	6	0.9940259098220026	6935409	230286966377.06668	6935409	230286966377.06668	0.9940259098220026
SRP003611	prostate	RPKM_quantile	0.14722394608238645	0.5341731073917799	SRP003611_prostate	46	0.9030892791840586	3432084	12453029165482.844	3432084	12453029165482.844	0.9030892791840586
SRP003726	breast	RPKM_quantile	0.07496610668083915	0.5187524630769076	SRP003726_breast	14	0.5038673603116823	2190167	2410584971362.2637	2190167	2410584971362.2637	0.5038673603116823
SRP003754	blood	RPKM_quantile	0.05719073010547734	0.5043953170716122	SRP003754_blood	5	0.47897799785748674	32099841	1181252449038045	64056983	1126326657850988.5	0.5970710323620452
SRP003754	blood_vessel	RPKM_quantile	0.09282438288134919	0.5075640509421646	SRP003754_blood_vessel	7	0.5532082897376809	40397991	1466158259195126	40397991	1466158259195126	0.5532082897376809
SRP003754	brain	RPKM_quantile	0.1254015500131959	0.5129215882543576	SRP003754_brain	5	0.4411144744892216	21407034	674324989315392.75	21182758	267816812278432.3	0.42146462237494403
SRP003754	epithelium	RPKM_quantile	0.1402782757712436	0.5180286560557761	SRP003754_epithelium	5	0.4463781384085516	12700087	812648556644791.9	69448364	1159586772123950.8	0.5012878840022968
SRP003754	skin	RPKM_quantile	0.09127936112264674	0.513488559889538	SRP003754_skin	8	0.4639059689626029	36971897	731793047652425.25	49970194	1047687261183365.9	0.5504298479999644
SRP003902	kidney	RPKM_quantile	0.15488795584009693	0.5345962423307355	SRP003902_kidney	20	0.6460929763182831	5147830.5	1532875350132.3684	5147830.5	1532875350132.3684	0.6460929763182831
SRP004847	breast	RPKM_quantile	-4.0089235874637047e-4	0.5077735655368087	SRP004847_breast	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	RPKM_quantile	0.07609266680528258	0.5214669606971256	SRP005242_heart	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
SRP005279	blood	RPKM_quantile	0.03348768358090889	0.5025791100247261	SRP005279_blood	5	0.8999927190238184	13032669	11994899780809.7	13032669	11994899780809.7	0.8999927190238184
SRP005279	bone	RPKM_quantile	0.04354210765884182	0.5138501159362932	SRP005279_bone	23	0.5987056262061923	5416220	18634320813161.984	5807971	17267267299273.691	0.6523851545920355
SRP005281	stem_cell	RPKM_quantile	0.18059726570271825	0.517866101036816	SRP005281_stem_cell	5	0.9832882981583343	11626850	12793169339201.3	11626850	12793169339201.3	0.9832882981583343
SRP006575	breast	RPKM_quantile	0.27292131987067403	0.5467605490680398	SRP006575_breast	71	0.6927087568775924	4078876	11289576856496.963	4274794	10669184964806.045	0.7098719536613645
SRP006575	colon	RPKM_quantile	0.04975974666422069	0.520490377310125	SRP006575_colon	5	0.7571227173158857	7468273	12378227826521.2	7468273	12378227826521.2	0.7571227173158857
SRP006575	kidney	RPKM_quantile	0.06285643965966231	0.5206836755155564	SRP006575_kidney	6	0.8484489229850931	6101579.5	16739742685022.666	6101579.5	16739742685022.666	0.8484489229850931
SRP006575	lung	RPKM_quantile	0.24134325930478456	0.5427397126545657	SRP006575_lung	16	0.774125084305037	8314288.5	30137762695491.598	8314288.5	30137762695491.598	0.774125084305037
SRP006676	lung	RPKM_quantile	0.04715431300017288	0.5097711431608332	SRP006676_lung	8	0.8043938458275474	13324908	15597247017854.268	13324908	15597247017854.268	0.8043938458275474
SRP006908	breast	RPKM_quantile	0.07090229227851277	0.519868057950589	SRP006908_breast	5	0.6982399635289526	16012577	98341950108842.8	16012577	98341950108842.8	0.6982399635289526
SRP007169	umbilical_cord	RPKM_quantile	0.13815917834463914	0.5277476406481583	SRP007169_umbilical_cord	6	0.7548786980219765	17417818.5	9925404533625.768	17417818.5	9925404533625.768	0.7548786980219765
SRP007359	brain	RPKM_quantile	0.12565731561856663	0.5244136095420799	SRP007359_brain	7	0.7409343449601383	12485617	12395693225419.953	12485617	12395693225419.953	0.7409343449601383
SRP007412	brain	RPKM_quantile	0.12472342076335294	0.5287838383032977	SRP007412_brain	6	0.8752678288263602	10431357	50825686660802.164	10431357	50825686660802.164	0.8752678288263602
SRP007461	blood	RPKM_quantile	0.1813069335737223	0.5270233893561453	SRP007461_blood	50	0.5151529276267153	10418073.5	243355667921270.38	10418073.5	243355667921270.38	0.5151529276267153
SRP007461	blood_vessel	RPKM_quantile	0.09649455729389747	0.5139510691105897	SRP007461_blood_vessel	17	0.7358531927742321	17176829	397399987916475.9	17176829	397399987916475.9	0.7358531927742321
SRP007461	brain	RPKM_quantile	0.06890026857022087	0.5133062435270404	SRP007461_brain	10	0.7792129022463915	52655276.5	1557592478727595.5	52655276.5	1557592478727595.5	0.7792129022463915
SRP007461	breast	RPKM_quantile	0.10037347264949659	0.5241611502192427	SRP007461_breast	11	0.6089669554001409	20561084	651449691453297.9	20561084	651449691453297.9	0.6089669554001409
SRP007461	epithelium	RPKM_quantile	0.04004401503652898	0.5091345836781329	SRP007461_epithelium	12	0.5671541818316208	46759283	606237400121463.4	46759283	606237400121463.4	0.5671541818316208
SRP007461	liver	RPKM_quantile	0.10699542318288426	0.5171875908376933	SRP007461_liver	12	0.7047443360228928	15278386	16452668982290.516	15278386	16452668982290.516	0.7047443360228928
SRP007461	lung	RPKM_quantile	0.1311358552778258	0.5216993271860701	SRP007461_lung	15	0.6988593419206273	35190822	620954908052794.75	35190822	620954908052794.75	0.6988593419206273
SRP007461	muscle	RPKM_quantile	0.08084217807678798	0.5131652712793766	SRP007461_muscle	6	0.671015367025735	18879652	1399940888619999.8	18879652	1399940888619999.8	0.671015367025735
SRP007461	skin	RPKM_quantile	0.13043636201365907	0.5200407363677186	SRP007461_skin	25	0.5993561079668875	18022968	488596594978231.5	18022968	488596594978231.5	0.5993561079668875
SRP007461	stem_cell	RPKM_quantile	0.046059593487658486	0.5124556953646788	SRP007461_stem_cell	8	0.7760530988556255	10954365	20470899243998.5	10954365	20470899243998.5	0.7760530988556255
SRP007483	brain	RPKM_quantile	0.07567676242557124	0.5154199048261034	SRP007483_brain	12	0.8614590750086454	22679882	2877706712147.1816	22679882	2877706712147.1816	0.8614590750086454
SRP007584	colon	RPKM_quantile	0.2099778014674132	0.5117471243511318	SRP007584_colon	10	0.8106895402250123	395988	11143858020.455555	395988	11143858020.455555	0.8106895402250123
SRP007584	intestine	RPKM_quantile	0.19309652442813335	0.5162518745091802	SRP007584_intestine	9	0.737775735539147	255749.5	13366993480.628788	263917	12919957001.36111	0.7677714298034521
SRP007605	heart	RPKM_quantile	0.1530364495333137	0.5422020737960338	SRP007605_heart	12	0.8312593545840603	9629123.5	297663574667254.1	9629123.5	297663574667254.1	0.8312593545840603
SRP007825	skin	RPKM_quantile	0.05915377060159924	0.5186298113603698	SRP007825_skin	39	0.5318151978743655	6101778	11596296373232.584	8379462	6639283227796.418	0.6084344601019966
SRP008218	breast	RPKM_quantile	0.08674552033106445	0.5207896324754984	SRP008218_breast	14	0.43994818242042283	7574739.5	25838811653158.64	8338456.5	13953276960963.34	0.7069839526691122
SRP008225	stem_cell	RPKM_quantile	0.07646830025365153	0.5093538734668073	SRP008225_stem_cell	8	0.9897184940181443	20305277.5	636417384388.6964	20305277.5	636417384388.6964	0.9897184940181443
SRP008331	breast	RPKM_quantile	0.1895832266125782	0.533821540727331	SRP008331_breast	15	0.8227322958065029	29682707	390245808483628	29682707	390245808483628	0.8227322958065029
SRP008482	blood_vessel	RPKM_quantile	0.13203537876633348	0.5053789697722095	SRP008482_blood_vessel	5	0.9981653774210897	24355839	1195860976806.8	24355839	1195860976806.8	0.9981653774210897
SRP008496	umbilical_cord	RPKM_quantile	0.1512196560288895	0.5287911501086455	SRP008496_umbilical_cord	12	0.7600635636929596	6632193	7881559432351.841	6632193	7881559432351.841	0.7600635636929596
SRP008746	breast	RPKM_quantile	0.12016245266290314	0.5268648706774002	SRP008746_breast	6	0.6355274017450115	22168646.5	120888927041196.8	22168646.5	120888927041196.8	0.6355274017450115
SRP008775	blood	RPKM_quantile	0.08936603928982549	0.5231523387851666	SRP008775_blood	8	0.6231398170085601	560190.5	261404140479.98215	560190.5	261404140479.98215	0.6231398170085601
SRP008976	blood	RPKM_quantile	0.33768179715537955	0.5519621442249445	SRP008976_blood	25	0.9327145490131237	32954739	165295164570298.94	32954739	165295164570298.94	0.9327145490131237
SRP009123	liver	RPKM_quantile	0.14467185820865955	0.5327018187263093	SRP009123_liver	6	0.7128983161665476	29548486.5	1013364811525.6	29548486.5	1013364811525.6	0.7128983161665476
SRP009251	skin	RPKM_quantile	0.13099922413098516	0.5251291460822358	SRP009251_skin	10	0.8995155113865458	11964705.5	40962393496477.57	11964705.5	40962393496477.57	0.8995155113865458
SRP009262	tonsil	RPKM_quantile	0.15319107244670987	0.5260375811817539	SRP009262_tonsil	5	0.770512978334354	36756025	351863165290936.7	36756025	351863165290936.7	0.770512978334354
SRP009266	brain	RPKM_quantile	0.0639619636175001	0.5071875874323268	SRP009266_brain	6	0.983143599558673	13721574.5	29527073434114.965	13721574.5	29527073434114.965	0.983143599558673
SRP009266	breast	RPKM_quantile	0.06144537995677797	0.511485130179608	SRP009266_breast	6	0.7796939645357992	13543674	31946682361831.465	13543674	31946682361831.465	0.7796939645357992
SRP009266	epithelium	RPKM_quantile	0.08694647092498661	0.5121521138039498	SRP009266_epithelium	6	0.974268562908916	26073483	26564735912015.465	26073483	26564735912015.465	0.974268562908916
SRP009266	lung	RPKM_quantile	0.06789941944596983	0.5082096694673055	SRP009266_lung	6	0.9831996848654092	19496554.5	16881127737733.367	19496554.5	16881127737733.367	0.9831996848654092
SRP009276	breast	RPKM_quantile	0.11184240213962562	0.5204432870850724	SRP009276_breast	5	0.9696926661965488	19808735	23280438322735.5	19808735	23280438322735.5	0.9696926661965488
SRP009276	skin	RPKM_quantile	0.08992979692588232	0.5100160451493139	SRP009276_skin	5	0.9123487288582667	13843969	55911792431362.2	13843969	55911792431362.2	0.9123487288582667
SRP009316	tonsil	RPKM_quantile	0.2191335727534522	0.5317691977929826	SRP009316_tonsil	39	0.8383266552995194	29624934	152189538845442.66	29624934	152189538845442.66	0.8383266552995194
SRP009373	blood	RPKM_quantile	0.17054377350544273	0.5344891007030128	SRP009373_blood	6	0.6480313180872258	14720035	50658393832208	14720035	50658393832208	0.6480313180872258
SRP009408	lung	RPKM_quantile	0.10555534069054769	0.5273153342427577	SRP009408_lung	48	0.6201980785543115	16806968.5	41702837042319.71	17580331	20376162280082.125	0.6589494335693437
SRP009615	blood	RPKM_quantile	0.1273054180903373	0.5314561686100205	SRP009615_blood	12	0.9402529660975534	20353499.5	64889759283064.99	20353499.5	64889759283064.99	0.9402529660975534
SRP009840	bone	RPKM_quantile	0.10892499273997201	0.5254434938524355	SRP009840_bone	11	0.7922230854876293	34526954	42218737715533.016	34526954	42218737715533.016	0.7922230854876293
SRP009862	blood	RPKM_quantile	0.18696022878489943	0.5200426435976624	SRP009862_blood	23	0.6130645929622438	6561905	21748257427790.086	6682702	20507373972662.133	0.6276432289983679
SRP009862	liver	RPKM_quantile	0.06868059360792542	0.5155919961298423	SRP009862_liver	9	0.7547160304065453	13212548	22668369806519.36	13212548	22668369806519.36	0.7547160304065453
SRP009862	skin	RPKM_quantile	0.05201145558933839	0.5099076518245056	SRP009862_skin	9	0.7725306474813661	10128450	16531575712235.111	10128450	16531575712235.111	0.7725306474813661
SRP010041	lung	RPKM_quantile	0.17141635242789735	0.5376850391680819	SRP010041_lung	6	0.8746000133452073	23414290.5	2367267160787.8667	23414290.5	2367267160787.8667	0.8746000133452073
SRP010181	intestine	RPKM_quantile	0.39616213413551477	0.5390078826499121	SRP010181_intestine	26	0.5549784668757749	110888.5	2182603054.9669223	228768.5	1466198307.146154	0.7229301701491603
SRP010374	cervix	RPKM_quantile	0.09328369509528417	0.5066305273467151	SRP010374_cervix	5	0.9600840860221238	9012134	7972338401457.8	9012134	7972338401457.8	0.9600840860221238
SRP010483	brain	RPKM_quantile	0.10917386123507282	0.523113270273825	SRP010483_brain	10	0.8728140234038662	9677064	23001832322613.12	9677064	23001832322613.12	0.8728140234038662
SRP010644	blood	RPKM_quantile	0.16306888952654208	0.5238859005148697	SRP010644_blood	17	0.9503595763773524	4440333	33811300443513.492	4440333	33811300443513.492	0.9503595763773524
SRP010961	blood	RPKM_quantile	0.2318095770681017	0.516704572087292	SRP010961_blood	6	0.9480269256105643	13171962	586358422904	13171962	586358422904	0.9480269256105643
SRP011085	epithelium	RPKM_quantile	0.10391912346531675	0.5232296898252571	SRP011085_epithelium	24	0.5545297988529849	19508413	772022469545156	35793196	684988521294819.9	0.8514905340278471
SRP011546	stem_cell	RPKM_quantile	0.11482496651438993	0.5167280903333449	SRP011546_stem_cell	118	0.46736567641192106	27482422	63736999600535.234	27652053	63939800934189.38	0.460679062893746
SRP011903	brain	RPKM_quantile	0.12823085220179417	0.5186234129273544	SRP011903_brain	15	0.968544863780091	23732009	5785827686279.124	23732009	5785827686279.124	0.968544863780091
SRP011924	heart	RPKM_quantile	0.24594290899152432	0.5415114950360476	SRP011924_heart	29	0.8840661402814393	16237791	9375311834522.139	16237791	9375311834522.139	0.8840661402814393
SRP012015	heart	RPKM_quantile	0.15123531101034843	0.5124514090471166	SRP012015_heart	6	0.9112895613955416	10076277.5	27117672581885.867	10076277.5	27117672581885.867	0.9112895613955416
SRP012167	umbilical_cord	RPKM_quantile	0.09125324392234165	0.5099151431036262	SRP012167_umbilical_cord	25	0.8935224844550735	5114366	5799982030513.656	5114366	5799982030513.656	0.8935224844550735
SRP012557	brain	RPKM_quantile	0.0639834956146485	0.5191989839913731	SRP012557_brain	8	0.6246097037367953	27237199.5	28560144236246.98	27237199.5	28560144236246.98	0.6246097037367953
SRP012557	breast	RPKM_quantile	0.03249744311553583	0.5119140556516868	SRP012557_breast	16	0.7940764450806773	23208100.5	58472388647390.46	23208100.5	58472388647390.46	0.7940764450806773
SRP012557	epithelium	RPKM_quantile	0.13384341791810628	0.5345841498569825	SRP012557_epithelium	14	0.991686228601531	36530057	153494927822163.22	36530057	153494927822163.22	0.991686228601531
SRP012585	stem_cell	RPKM_quantile	0.09574322242529863	0.5288466931137918	SRP012585_stem_cell	5	0.33801259207199397	3522220	1700389842900.7222	3826675	1551352884029.3	0.3679661733707664
SRP012607	lung	RPKM_quantile	0.23397824147332857	0.5271632182293615	SRP012607_lung	12	0.9521293172686756	5223713	16499114755654.387	5223713	16499114755654.387	0.9521293172686756
SRP012656	lung	RPKM_quantile	0.3779643131082181	0.5702015550632495	SRP012656_lung	36	0.6915380741065125	15166465.5	5732909900087.133	15166465.5	5732909900087.133	0.6915380741065125
SRP013021	prostate	RPKM_quantile	0.1852729372565816	0.5304751831044996	SRP013021_prostate	15	0.697165008741557	13956525	569323016389530.5	13956525	569323016389530.5	0.697165008741557
SRP013299	stem_cell	RPKM_quantile	0.10348347248971833	0.5106627361546998	SRP013299_stem_cell	19	0.7273337241848127	8276311	1120239033725.339	8276311	1120239033725.339	0.7273337241848127
SRP013402	skin	RPKM_quantile	0.1653607600223771	0.5244140004569999	SRP013402_skin	5	0.9590638666825776	3237887	1148890868172.5	3237887	1148890868172.5	0.9590638666825776
SRP013456	kidney	RPKM_quantile	0.10244207533708756	0.5141734725225433	SRP013456_kidney	6	0.9344599404718462	2067028	442504412456.7	2067028	442504412456.7	0.9344599404718462
SRP013825	brain	RPKM_quantile	0.14466289741936667	0.5212103343042145	SRP013825_brain	23	0.856404725200316	2951181	1153413698165.7234	2951181	1153413698165.7234	0.856404725200316
