project	tissue	method	log2_auprc_over_prior	auROC	dataset	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP023262	breast	counts	0.2937569961425533	0.5792394264194627	SRP023262_breast	80	0.825477907130113	6394828	20183436443780.85	6394828	20183436443780.85	0.825477907130113
SRP023550	stem_cell	counts	0.3168534696734458	0.5592518587563973	SRP023550_stem_cell	10	0.9323968192021694	14188159	13278607112082.768	14188159	13278607112082.768	0.9323968192021694
SRP024274	epithelium	counts	0.34851120388001466	0.5597167460232413	SRP024274_epithelium	52	0.9232293685003775	7761265	2638943953624.1978	7761265	2638943953624.1978	0.9232293685003775
SRP024674	prostate	counts	0.15327068616913264	0.5407780421869575	SRP024674_prostate	6	0.9508709581251219	5556741.5	3054282439372.8	5556741.5	3054282439372.8	0.9508709581251219
SRP026013	breast	counts	0.13083170595362123	0.5129086147439921	SRP026013_breast	16	0.7253752459783309	13978926.5	18141671802406.062	13978926.5	18141671802406.062	0.7253752459783309
SRP026042	skin	counts	0.39273266752591424	0.5714069861946882	SRP026042_skin	84	0.8592319321269299	14704770.5	31252140153393.652	14704770.5	31252140153393.652	0.8592319321269299
SRP026048	brain	counts	0.16564764772939064	0.5417764351327605	SRP026048_brain	16	0.9590593479338199	39476394	22788592825429.33	39476394	22788592825429.33	0.9590593479338199
SRP026126	brain	counts	0.12951036711290478	0.5353508765310835	SRP026126_brain	192	0.8463534572356464	2866771.5	6059853991039.592	2866771.5	6059853991039.592	0.8463534572356464
SRP026126	intestine	counts	0.18619613072364433	0.552763020275961	SRP026126_intestine	226	0.8130549091006263	3275342.5	9124661290154.623	3275342.5	9124661290154.623	0.8130549091006263
SRP026208	heart	counts	0.6445390783563821	0.6059648613777426	SRP026208_heart	30	0.8983119323658928	4243044	968434411545.0758	4243044	968434411545.0758	0.8983119323658928
SRP026387	prostate	counts	0.1543389118188769	0.529433260488986	SRP026387_prostate	13	0.8549684274972599	11032415	357430535600.2564	11032415	357430535600.2564	0.8549684274972599
SRP026690	umbilical_cord	counts	0.14579322403518086	0.5277299964636768	SRP026690_umbilical_cord	5	0.9477043373924904	10783738	19985369898876.5	10783738	19985369898876.5	0.9477043373924904
SRP027015	umbilical_cord	counts	0.28425791636764575	0.5500815702989712	SRP027015_umbilical_cord	12	0.8220405946791749	18291219.5	182222420288205.44	18291219.5	182222420288205.44	0.8220405946791749
SRP027258	prostate	counts	0.10312787568667464	0.5229822098913246	SRP027258_prostate	36	0.7327277043598688	14403779.5	2747473803393.711	14403779.5	2747473803393.711	0.7327277043598688
SRP027358	blood	counts	0.5256535708133119	0.5835820368624809	SRP027358_blood	135	0.9526743466625403	1935470	708694047549.0803	1935470	708694047549.0803	0.9526743466625403
SRP027383	umbilical_cord	counts	0.529675039122397	0.5973743864647076	SRP027383_umbilical_cord	270	0.75701264877565555	10762549.5	9480955397133.084	10762549.5	9480955397133.084	0.75701264877565555
SRP028180	lung	counts	0.383443408351671	0.5875066759595029	SRP028180_lung	23	0.40444557507392037	47882495	950854876133644.9	48883874	949072913787359.4	0.41088279702792224
SRP028282	prostate	counts	0.33251837960209046	0.5585359589022119	SRP028282_prostate	10	0.9778795663845126	9708364	2452499364186.278	9708364	2452499364186.278	0.9778795663845126
SRP028291	umbilical_cord	counts	0.19637289970965893	0.5238743098366285	SRP028291_umbilical_cord	7	0.5102166509181821	2071414	654917060807.6097	3115150	2349654945706.2383	0.5852009836951377
SRP028336	brain	counts	0.2916519675564259	0.5523127489145736	SRP028336_brain	36	0.87363031879921	5860354.5	5299789668701.476	5860354.5	5299789668701.476	0.87363031879921
SRP028336	kidney	counts	0.42175928248270184	0.5850377920401115	SRP028336_kidney	12	0.6260848923465075	5655338	2056510783755.182	5655338	2056510783755.182	0.6260848923465075
SRP028336	muscle	counts	0.44503497373119544	0.5899742158353547	SRP028336_muscle	12	0.8600958099124145	6212470.5	1050709406164.4242	6212470.5	1050709406164.4242	0.8600958099124145
SRP028554	blood	counts	0.15945440398239358	0.5256531852642183	SRP028554_blood	7	0.789755129211693	41452976	19923877375255.57	41452976	19923877375255.57	0.789755129211693
SRP028554	bone	counts	0.20109126922571824	0.5422756556099557	SRP028554_bone	5	0.8206103846902711	46217427	16768800665333.2	46217427	16768800665333.2	0.8206103846902711
SRP028594	blood	counts	0.38654763719078433	0.5660543103008422	SRP028594_blood	31	0.8297798389906037	23259653	209388278721786.12	23259653	209388278721786.12	0.8297798389906037
SRP028594	bone	counts	0.3766893928324456	0.5643047182193186	SRP028594_bone	23	0.8128499259132486	43320672	181098334150961.03	43320672	181098334150961.03	0.8128499259132486
SRP028705	brain	counts	0.22392588712722958	0.5500781332871156	SRP028705_brain	9	0.9651559701820833	43022655	94926846307299.36	43022655	94926846307299.36	0.9651559701820833
SRP028738	brain	counts	0.13317762347065276	0.5236093912494653	SRP028738_brain	8	0.19714512872071838	1942569	1279971973825.1135	2208340	126323536607.98215	0.6153002756082868
SRP028912	cervix	counts	0.24095441868644557	0.5678047932196932	SRP028912_cervix	10	0.9122225962134994	33437872.5	12460782982409.6	33437872.5	12460782982409.6	0.9122225962134994
SRP029262	blood	counts	0.25090574807941357	0.550526244149296	SRP029262_blood	88	0.9051348267313598	11680785	4778673205304.781	11680785	4778673205304.781	0.9051348267313598
SRP029281	blood	counts	0.24032180454566887	0.5607711738307444	SRP029281_blood	8	0.7774668981017561	33120733	187160236558561.7	33120733	187160236558561.7	0.7774668981017561
SRP029452	tonsil	counts	0.162155986194843	0.5358727501998146	SRP029452_tonsil	8	0.7950278569770813	21142727.5	5371182079057.696	21142727.5	5371182079057.696	0.7950278569770813
SRP029592	heart	counts	0.3099406977575469	0.5521003003591431	SRP029592_heart	10	0.8926156409839785	3578012.5	1991225844836.6777	3578012.5	1991225844836.6777	0.8926156409839785
SRP029888	stem_cell	counts	0.17268470635975205	0.5371274561857717	SRP029888_stem_cell	5	0.9383479486799243	3560305	525059549863	3560305	525059549863	0.9383479486799243
SRP029889	blood	counts	0.14918065744896683	0.5255682186584636	SRP029889_blood	6	0.8539137768692168	4154847.5	2402743055781.6	4154847.5	2402743055781.6	0.8539137768692168
SRP029889	brain	counts	0.04358717998661094	0.5134597940777894	SRP029889_brain	6	0.889343437372055	4682425	4409850157610.967	4682425	4409850157610.967	0.889343437372055
SRP029889	epithelium	counts	-0.035108186334432814	0.5015747083634778	SRP029889_epithelium	5	0.9189248344128331	7051198	192733546444.3	7051198	192733546444.3	0.9189248344128331
SRP029899	blood	counts	0.5047341103064297	0.53579252985719	SRP029899_blood	18	0.9409852165959451	29076456.5	42485510260453.086	29076456.5	42485510260453.086	0.9409852165959451
SRP029990	blood	counts	0.23865349379540032	0.5544310879195109	SRP029990_blood	12	0.9342975214669625	14538395	26031585318912.242	14538395	26031585318912.242	0.9342975214669625
SRP030401	breast	counts	0.35550268360406573	0.5754178795432381	SRP030401_breast	26	0.7576737581117509	9477471	12957319218971.422	9477471	12957319218971.422	0.7576737581117509
SRP030628	brain	counts	0.19926217311361213	0.538007422150713	SRP030628_brain	38	0.8797908817409645	9161996.5	1635040386545.4937	9161996.5	1635040386545.4937	0.8797908817409645
SRP031476	breast	counts	0.37303921728007333	0.5746815522247744	SRP031476_breast	38	0.9642952253667867	8926111	70969647297946.44	8926111	70969647297946.44	0.9642952253667867
SRP032165	brain	counts	0.4304895637010937	0.5729301813071288	SRP032165_brain	24	0.9527501871377801	13159269	5876995195203.036	13159269	5876995195203.036	0.9527501871377801
SRP032363	muscle	counts	0.28469887415091316	0.549024684158212	SRP032363_muscle	9	0.9904672617094153	20029479	45243078939027.28	20029479	45243078939027.28	0.9904672617094153
SRP032539	brain	counts	0.16118696352343487	0.5268803663193466	SRP032539_brain	11	0.7095006904987466	8193251	28882600310361.816	8193251	28882600310361.816	0.7095006904987466
SRP032743	stem_cell	counts	0.39062468445748727	0.5652372234676477	SRP032743_stem_cell	27	0.9810381235232631	6882433	699050108592.9686	6882433	699050108592.9686	0.9810381235232631
SRP032775	blood	counts	0.4032392513327475	0.598978984423411	SRP032775_blood	228	0.9403497927532615	6555220	10026825435728.727	6590489.5	9507516424722.559	0.9415205274543835
SRP032789	breast	counts	0.3907654424939022	0.5667156507302025	SRP032789_breast	20	0.7551032639971876	8424508.5	13991254934285.104	8424508.5	13991254934285.104	0.7551032639971876
SRP032798	brain	counts	0.22520797224209435	0.5425663349019487	SRP032798_brain	16	0.9030621396281984	15868681	4140654088200.3833	15868681	4140654088200.3833	0.9030621396281984
SRP032812	umbilical_cord	counts	0.2634436178434658	0.5519469437517728	SRP032812_umbilical_cord	20	0.8625618183776668	5820385	34332490089908.766	5820385	34332490089908.766	0.8625618183776668
SRP032928	stem_cell	counts	0.2545946883905278	0.5565876932337233	SRP032928_stem_cell	7	0.9502934946303759	37445071	128377678981904.14	37445071	128377678981904.14	0.9502934946303759
SRP033078	breast	counts	0.28984734040784693	0.5613472958771126	SRP033078_breast	8	0.9161015922400557	8039031	44553978470698.79	8039031	44553978470698.79	0.9161015922400557
SRP033095	lung	counts	0.3993788228357552	0.5905442222419879	SRP033095_lung	15	0.8582866534354783	8425522	2718246969219.781	8425522	2718246969219.781	0.8582866534354783
SRP033135	muscle	counts	0.24699302356490083	0.5470057107258981	SRP033135_muscle	13	0.46039028698166745	857340	1470729804634.05	5596544	6664901268816.91	0.9546711744665038
SRP033266	blood	counts	0.4880212824089683	0.5873670717742243	SRP033266_blood	130	0.8014985543932507	6256109.5	9260764223673.744	6256109.5	9260764223673.744	0.8014985543932507
SRP033266	bone	counts	0.4159987921342325	0.5517537487012305	SRP033266_bone	14	0.832164316499012	5627730	6555408506375.939	5627730	6555408506375.939	0.832164316499012
SRP033267	stem_cell	counts	0.2447477949400832	0.5516479913294461	SRP033267_stem_cell	6	0.8320175262602336	89306829.5	69537558954450.664	89306829.5	69537558954450.664	0.8320175262602336
SRP033491	umbilical_cord	counts	0.4008769186425393	0.5703767877052996	SRP033491_umbilical_cord	8	0.9669225386317815	5147519	6982450455727.071	5147519	6982450455727.071	0.9669225386317815
SRP033725	brain	counts	0.1628184767917527	0.5354094462209105	SRP033725_brain	61	0.9436714493100345	11256146	611207724874560	11256146	611207724874560	0.9436714493100345
SRP034009	cervix	counts	0.37349918812033694	0.5493606686477506	SRP034009_cervix	6	0.938420081966154	8417853	4159387560903.467	8417853	4159387560903.467	0.938420081966154
SRP034592	prostate	counts	0.3668303511026828	0.5679390082941609	SRP034592_prostate	10	0.9418942539196131	13685198.5	68182117562375.43	13685198.5	68182117562375.43	0.9418942539196131
SRP034606	stem_cell	counts	0.3549921272498493	0.5610153570419243	SRP034606_stem_cell	12	0.9771948763524068	14075705	17781016945379.54	14075705	17781016945379.54	0.9771948763524068
SRP034698	skin	counts	0.4214574139858282	0.5915408844211925	SRP034698_skin	7	0.5279443664570624	9969803	3892739663837	9969803	3892739663837	0.5279443664570624
SRP034711	blood	counts	0.2634428233199469	0.5579773790432228	SRP034711_blood	15	0.8877401050474737	36525704	8983424785503411	36525704	8983424785503411	0.8877401050474737
SRP034732	blood	counts	0.4956784700212508	0.5938026218982486	SRP034732_blood	43	0.9588344420866222	6783735	10411692595630.78	6899794	8827003143067.469	0.9611744203911324
SRP035268	umbilical_cord	counts	0.2600226637433588	0.5602825310315893	SRP035268_umbilical_cord	10	0.8903186654767469	10029086.5	27431421010347.51	10029086.5	27431421010347.51	0.8903186654767469
SRP035312	blood	counts	0.2634053182340639	0.5576009340643395	SRP035312_blood	15	0.8877666986467144	36533658	8976196882972780	36533658	8976196882972780	0.8877666986467144
SRP035387	liver	counts	0.32523287734710227	0.5607545053298963	SRP035387_liver	7	0.6363091022948317	29374287	6918186956436.238	29374287	6918186956436.238	0.6363091022948317
SRP035417	stem_cell	counts	0.11627038648825606	0.5226123350876151	SRP035417_stem_cell	6	0.9387005968638655	12422856	577652397760.6666	12422856	577652397760.6666	0.9387005968638655
SRP035641	skin	counts	0.29035043150882894	0.5496691339239987	SRP035641_skin	6	0.9162006206148873	2244073	1267920719986.3	2244073	1267920719986.3	0.9162006206148873
SRP035862	brain	counts	0.11952768674916439	0.522516779763464	SRP035862_brain	5	0.9063394674886787	4051595	3029918319025.7	4051595	3029918319025.7	0.9063394674886787
SRP035864	skin	counts	0.4151421222136344	0.5877497426308764	SRP035864_skin	9	0.8702809511615685	8592392	9198923269929.527	8592392	9198923269929.527	0.8702809511615685
SRP035988	skin	counts	0.3228210381466302	0.5675751416715684	SRP035988_skin	178	0.8778079936566794	33751099.5	58988355444886.4	33751099.5	58988355444886.4	0.8778079936566794
SRP036848	prostate	counts	0.3470305348009328	0.5813178394823808	SRP036848_prostate	101	0.794937908118776	3295469	5870001902485.963	3295469	6037148905447.408	0.8035493961640454
SRP038863	bone	counts	0.4405154768844245	0.5686463508659472	SRP038863_bone	31	0.9325358274294839	18781676	30868350828806.83	18781676	30868350828806.83	0.9325358274294839
SRP039348	stem_cell	counts	0.2884656769503157	0.552475838229384	SRP039348_stem_cell	30	0.8576161095955682	32493374.5	274197722414034.1	32493374.5	274197722414034.1	0.8576161095955682
SRP039359	breast	counts	0.218934297713813	0.541678123924612	SRP039359_breast	16	0.7040217351091869	6919283.5	12697728814234.863	6919283.5	12697728814234.863	0.7040217351091869
SRP039694	liver	counts	0.3184306940820092	0.5709364038657441	SRP039694_liver	15	0.8026393001773738	31278197	4759368945782.571	31278197	4759368945782.571	0.8026393001773738
SRP040070	epithelium	counts	0.2430528460447745	0.5504847047736803	SRP040070_epithelium	131	0.8889633553717141	9346721	42035154868952.45	9346721	42035154868952.45	0.8889633553717141
SRP040328	blood	counts	0.319651360523204	0.5581423123985587	SRP040328_blood	19	0.9684930175820327	15803223	4100102712034.8013	15803223	4100102712034.8013	0.9684930175820327
SRP040472	epithelium	counts	0.3023411663823107	0.5785915269511861	SRP040472_epithelium	149	NA	4873072	86413655100599.78	10910451	68540019628779.2	0.9632245373135027
SRP040622	brain	counts	0.2739921614415455	0.5655546054690603	SRP040622_brain	13	0.7738508090902539	10208439	71050613234876.6	10208439	71050613234876.6	0.7738508090902539
SRP041008	stem_cell	counts	0.18812680762233136	0.5344905536417173	SRP041008_stem_cell	15	0.8721823647843858	20418882	3689276461414.495	20418882	3689276461414.495	0.8721823647843858
SRP041179	stem_cell	counts	0.4106521300541941	0.5757877784431003	SRP041179_stem_cell	43	0.8091357920855867	30668747	1128709859943755	30668747	1128709859943755	0.8091357920855867
SRP041396	kidney	counts	0.3005137503781545	0.5650461775917393	SRP041396_kidney	18	0.9804639668540178	17828715	87741805688792.53	17828715	87741805688792.53	0.9804639668540178
SRP041494	stem_cell	counts	0.003186266116412276	0.5126750086487846	SRP041494_stem_cell	5	0.837412923318538	1347632	9355066355986.3	1347632	9355066355986.3	0.837412923318538
SRP041988	blood	counts	0.29308597456939856	0.5564919086027658	SRP041988_blood	11	0.721420581403844	28728577	280416319897048.84	28728577	280416319897048.84	0.721420581403844
SRP041988	blood_vessel	counts	0.2732905208082505	0.5426488147913915	SRP041988_blood_vessel	5	0.7308129058032724	24145644	19674964452982.8	24145644	19674964452982.8	0.7308129058032724
SRP042153	blood	counts	0.3053869599831596	0.5386406612815335	SRP042153_blood	24	0.8194049131607193	29333594.5	112478789120435.53	29333594.5	112478789120435.53	0.8194049131607193
SRP042161	intestine	counts	0.2651004283520793	0.5462851155421049	SRP042161_intestine	21	0.2678583659847188	418025.5	556173778879.111	1198625	11887542720477.148	0.6748355756047185
SRP042184	umbilical_cord	counts	0.4678056401644335	0.5844900037254774	SRP042184_umbilical_cord	25	0.6231468722819414	37378687	1096962862640214.8	37378687	1096962862640214.8	0.6231468722819414
SRP042620	breast	counts	0.5258810427407558	0.596442314869364	SRP042620_breast	167	0.6714053263873965	23879611	55196597263758.18	23879611	55196597263758.18	0.6714053263873965
SRP042623	blood	counts	0.29383006854700455	0.5564230813811264	SRP042623_blood	16	0.957969592875836	21164656	3250166072248.5625	21164656	3250166072248.5625	0.957969592875836
SRP043108	muscle	counts	0.487363422774066	0.5774980263195175	SRP043108_muscle	74	0.9488124896455665	2068781.5	1595166218065.12	2377072	1244372262504.5154	0.9509354961201049
SRP043144	blood	counts	0.36804227194274913	0.5516423663293608	SRP043144_blood	12	0.9170923932632701	11065447.5	10081699585409.06	11065447.5	10081699585409.06	0.9170923932632701
SRP043221	muscle	counts	0.25948814192416486	0.5533080666655223	SRP043221_muscle	38	0.7179115773334743	126336817.5	958870666403399	126336817.5	958870666403399	0.7179115773334743
