ensembl_ids	type_of_gene
ENSG00000283985	protein_coding
ENSG00000187624	protein_coding
ENSG00000261863	lincRNA
ENSG00000161920	protein_coding
ENSG00000284456	lincRNA
ENSG00000220161	lincRNA
ENSG00000189152	protein_coding
ENSG00000135363	protein_coding
ENSG00000229980	processed_transcript
ENSG00000264954	lincRNA
ENSG00000267365	antisense_RNA
ENSG00000234899	processed_transcript
ENSG00000227036	lincRNA
ENSG00000234721	lincRNA
ENSG00000204283	lincRNA
ENSG00000261924	antisense_RNA
ENSG00000182459	protein_coding
ENSG00000265933	lincRNA
ENSG00000266554	lincRNA
ENSG00000266952	lincRNA
ENSG00000263711	processed_transcript
ENSG00000264247	lincRNA
ENSG00000266256	lincRNA
ENSG00000276397	lincRNA
ENSG00000185198	protein_coding
ENSG00000187650	protein_coding
ENSG00000268658	lincRNA
ENSG00000267213	antisense_RNA
ENSG00000267767	lincRNA
ENSG00000226025	transcribed_unprocessed_pseudogene
ENSG00000204666	sense_overlapping
ENSG00000221923	protein_coding
ENSG00000197128	protein_coding
ENSG00000177757	lincRNA
ENSG00000243073	protein_coding
ENSG00000282584	protein_coding
ENSG00000279169	protein_coding
ENSG00000282741	protein_coding
ENSG00000204362	lincRNA
ENSG00000281226	lincRNA
ENSG00000189410	protein_coding
ENSG00000184454	protein_coding
ENSG00000281912	lincRNA
ENSG00000203963	protein_coding
ENSG00000225492	transcribed_unprocessed_pseudogene
ENSG00000231999	antisense_RNA
ENSG00000225206	lincRNA
ENSG00000239887	protein_coding
ENSG00000237463	antisense_RNA
ENSG00000213057	lincRNA
ENSG00000228918	lincRNA
ENSG00000012211	protein_coding
ENSG00000231718	lincRNA
ENSG00000234754	lincRNA
ENSG00000269713	protein_coding
ENSG00000197520	protein_coding
ENSG00000186458	protein_coding
ENSG00000215595	protein_coding
ENSG00000230133	lincRNA
ENSG00000223806	lincRNA
ENSG00000187905	protein_coding
ENSG00000136153	protein_coding
ENSG00000250479	protein_coding
ENSG00000273607	protein_coding
ENSG00000197182	lincRNA
ENSG00000205634	lincRNA
ENSG00000188263	protein_coding
ENSG00000205837	lincRNA
ENSG00000236204	lincRNA
ENSG00000228784	lincRNA
ENSG00000205086	protein_coding
ENSG00000205054	processed_transcript
ENSG00000214595	protein_coding
ENSG00000228414	lincRNA
ENSG00000237638	lincRNA
ENSG00000179818	processed_transcript
ENSG00000124374	protein_coding
ENSG00000187627	protein_coding
ENSG00000204581	antisense_RNA
ENSG00000162761	protein_coding
ENSG00000120805	protein_coding
ENSG00000226674	lincRNA
ENSG00000224189	antisense_RNA
ENSG00000188738	protein_coding
ENSG00000187944	protein_coding
ENSG00000227744	lincRNA
ENSG00000229972	protein_coding
ENSG00000242516	lincRNA
ENSG00000241224	protein_coding
ENSG00000228980	lincRNA
ENSG00000206262	protein_coding
ENSG00000229619	antisense_RNA
ENSG00000180044	protein_coding
ENSG00000136944	protein_coding
ENSG00000241098	lincRNA
ENSG00000279891	TEC
ENSG00000224652	lincRNA
ENSG00000243449	protein_coding
ENSG00000197057	protein_coding
ENSG00000250125	lincRNA
ENSG00000282868	protein_coding
ENSG00000187533	protein_coding
ENSG00000187689	protein_coding
ENSG00000184305	protein_coding
ENSG00000164096	protein_coding
ENSG00000281580	lincRNA
ENSG00000249378	lincRNA
ENSG00000250490	lincRNA
ENSG00000250822	lincRNA
ENSG00000186479	protein_coding
ENSG00000164241	protein_coding
ENSG00000244041	lincRNA
ENSG00000230873	protein_coding
ENSG00000272168	lincRNA
ENSG00000227596	processed_transcript
ENSG00000214894	lincRNA
ENSG00000229170	processed_transcript
ENSG00000236006	processed_transcript
ENSG00000215523	processed_transcript
ENSG00000237890	processed_transcript
ENSG00000228662	protein_coding
ENSG00000226923	protein_coding
ENSG00000225228	protein_coding
ENSG00000226841	protein_coding
ENSG00000204511	protein_coding
ENSG00000238238	protein_coding
ENSG00000231975	protein_coding
ENSG00000206447	protein_coding
ENSG00000227861	protein_coding
ENSG00000229176	protein_coding
ENSG00000227074	protein_coding
ENSG00000237918	protein_coding
ENSG00000228727	protein_coding
ENSG00000234951	protein_coding
ENSG00000197251	lincRNA
ENSG00000255587	protein_coding
ENSG00000146215	protein_coding
ENSG00000225791	lincRNA
ENSG00000124743	protein_coding
ENSG00000166984	protein_coding
ENSG00000272549	lincRNA
ENSG00000229214	lincRNA
ENSG00000280868	lincRNA
ENSG00000280592	lincRNA
ENSG00000227508	lincRNA
ENSG00000113441	protein_coding
ENSG00000238033	lincRNA
ENSG00000205628	lincRNA
ENSG00000240720	protein_coding
ENSG00000214194	protein_coding
ENSG00000224897	antisense_RNA
ENSG00000224940	protein_coding
ENSG00000110002	protein_coding
ENSG00000146955	protein_coding
ENSG00000243896	protein_coding
ENSG00000170356	transcribed_unprocessed_pseudogene
ENSG00000204934	antisense_RNA
ENSG00000282245	lincRNA
ENSG00000282375	lincRNA
ENSG00000230549	protein_coding
ENSG00000254102	antisense_RNA
ENSG00000176731	protein_coding
ENSG00000253669	lincRNA
ENSG00000177570	protein_coding
ENSG00000236404	antisense_RNA
ENSG00000270547	lincRNA
ENSG00000188921	protein_coding
ENSG00000188133	protein_coding
ENSG00000203782	protein_coding
ENSG00000175768	protein_coding
ENSG00000215112	lincRNA
ENSG00000274583	transcribed_processed_pseudogene
ENSG00000188312	protein_coding
ENSG00000188959	protein_coding
ENSG00000148158	protein_coding
ENSG00000136918	protein_coding
ENSG00000196979	lincRNA
ENSG00000279141	lincRNA
ENSG00000214402	protein_coding
ENSG00000188163	protein_coding
ENSG00000223773	transcribed_unprocessed_pseudogene
ENSG00000231566	lincRNA
ENSG00000230844	lincRNA
ENSG00000113083	protein_coding
ENSG00000269743	protein_coding
ENSG00000260802	protein_coding
ENSG00000239533	transcribed_unprocessed_pseudogene
ENSG00000155265	protein_coding
ENSG00000176904	protein_coding
ENSG00000176900	protein_coding
ENSG00000205497	protein_coding
ENSG00000205496	protein_coding
ENSG00000129038	protein_coding
ENSG00000261308	protein_coding
ENSG00000134013	protein_coding
ENSG00000198670	protein_coding
ENSG00000237330	protein_coding
ENSG00000187942	protein_coding
ENSG00000196240	protein_coding
ENSG00000275754	protein_coding
ENSG00000276821	protein_coding
ENSG00000273827	protein_coding
ENSG00000203661	protein_coding
ENSG00000275102	protein_coding
ENSG00000189181	protein_coding
ENSG00000165462	protein_coding
ENSG00000100104	protein_coding
ENSG00000174453	protein_coding
ENSG00000231861	protein_coding
ENSG00000206113	protein_coding
ENSG00000212807	protein_coding
ENSG00000165643	protein_coding
ENSG00000175445	protein_coding
ENSG00000182489	protein_coding
ENSG00000284068	protein_coding
ENSG00000185467	protein_coding
ENSG00000185955	protein_coding
ENSG00000167419	protein_coding
ENSG00000275572	protein_coding
ENSG00000142549	protein_coding
ENSG00000176125	protein_coding
ENSG00000145012	protein_coding
ENSG00000281618	protein_coding
ENSG00000244242	protein_coding
ENSG00000231163	antisense_RNA
ENSG00000213465	protein_coding
ENSG00000229951	antisense_RNA
ENSG00000187701	protein_coding
ENSG00000177151	protein_coding
ENSG00000237388	protein_coding
ENSG00000260811	polymorphic_pseudogene
ENSG00000236032	protein_coding
ENSG00000233412	protein_coding
ENSG00000206536	protein_coding
ENSG00000196098	protein_coding
ENSG00000205328	protein_coding
ENSG00000205327	protein_coding
ENSG00000205808	protein_coding
ENSG00000173627	protein_coding
ENSG00000230219	transcribed_processed_pseudogene
ENSG00000214643	protein_coding
ENSG00000177125	protein_coding
ENSG00000118308	protein_coding
ENSG00000077454	protein_coding
ENSG00000123384	protein_coding
ENSG00000081479	protein_coding
ENSG00000130881	protein_coding
ENSG00000134569	protein_coding
ENSG00000138175	protein_coding
ENSG00000187664	protein_coding
ENSG00000180891	protein_coding
ENSG00000281324	protein_coding
ENSG00000070018	protein_coding
ENSG00000162337	protein_coding
ENSG00000180769	processed_transcript
ENSG00000178172	protein_coding
ENSG00000177234	lincRNA
ENSG00000178531	protein_coding
ENSG00000185689	protein_coding
ENSG00000233101	antisense_RNA
ENSG00000230797	protein_coding
ENSG00000163956	protein_coding
ENSG00000154102	protein_coding
ENSG00000197745	protein_coding
ENSG00000185565	protein_coding
ENSG00000119979	protein_coding
ENSG00000226800	antisense_RNA
ENSG00000272047	protein_coding
ENSG00000130592	protein_coding
ENSG00000254996	protein_coding
ENSG00000197085	processed_transcript
ENSG00000187537	protein_coding
ENSG00000281289	protein_coding
ENSG00000160285	protein_coding
ENSG00000111144	protein_coding
ENSG00000238130	protein_coding
ENSG00000223919	protein_coding
ENSG00000226979	protein_coding
ENSG00000173503	protein_coding
ENSG00000230279	protein_coding
ENSG00000226275	protein_coding
ENSG00000231408	protein_coding
ENSG00000227507	protein_coding
ENSG00000204487	protein_coding
ENSG00000223448	protein_coding
ENSG00000231314	protein_coding
ENSG00000238114	protein_coding
ENSG00000236237	protein_coding
ENSG00000206437	protein_coding
ENSG00000236925	protein_coding
ENSG00000186529	protein_coding
ENSG00000049323	protein_coding
ENSG00000119681	protein_coding
ENSG00000168056	protein_coding
ENSG00000111321	protein_coding
ENSG00000283887	protein_coding
ENSG00000213316	protein_coding
ENSG00000140274	protein_coding
ENSG00000244476	protein_coding
ENSG00000012223	protein_coding
ENSG00000062524	protein_coding
ENSG00000187244	protein_coding
ENSG00000143437	protein_coding
ENSG00000139329	protein_coding
ENSG00000278032	protein_coding
ENSG00000160932	protein_coding
ENSG00000274488	protein_coding
ENSG00000176956	protein_coding
ENSG00000122224	protein_coding
ENSG00000134061	protein_coding
ENSG00000054219	protein_coding
ENSG00000104903	protein_coding
ENSG00000254087	protein_coding
ENSG00000199165	miRNA
ENSG00000198975	miRNA
ENSG00000283990	miRNA
ENSG00000284520	miRNA
ENSG00000199030	miRNA
ENSG00000199133	miRNA
ENSG00000198972	miRNA
ENSG00000199072	miRNA
ENSG00000208012	miRNA
ENSG00000199150	miRNA
ENSG00000199179	miRNA
ENSG00000207994	miRNA
ENSG00000199135	miRNA
ENSG00000199065	miRNA
ENSG00000199035	miRNA
ENSG00000199024	miRNA
ENSG00000207957	miRNA
ENSG00000207818	miRNA
ENSG00000284157	miRNA
ENSG00000183918	protein_coding
ENSG00000208036	miRNA
ENSG00000198997	miRNA
ENSG00000284038	miRNA
ENSG00000207744	miRNA
ENSG00000199017	miRNA
ENSG00000284453	miRNA
ENSG00000284440	miRNA
ENSG00000284321	miRNA
ENSG00000207816	miRNA
ENSG00000207598	miRNA
ENSG00000208008	miRNA
ENSG00000207971	miRNA
ENSG00000207863	miRNA
ENSG00000199161	miRNA
ENSG00000207608	miRNA
ENSG00000207654	miRNA
ENSG00000207625	miRNA
ENSG00000207705	miRNA
ENSG00000199077	miRNA
ENSG00000208009	miRNA
ENSG00000283871	miRNA
ENSG00000267200	miRNA
ENSG00000283927	miRNA
ENSG00000284508	miRNA
ENSG00000207993	miRNA
ENSG00000207926	miRNA
ENSG00000207586	miRNA
ENSG00000207942	miRNA
ENSG00000284202	miRNA
ENSG00000207954	miRNA
ENSG00000207649	miRNA
ENSG00000272036	miRNA
ENSG00000208017	miRNA
ENSG00000207708	miRNA
ENSG00000284353	miRNA
ENSG00000284182	miRNA
ENSG00000283819	miRNA
ENSG00000276365	miRNA
ENSG00000283733	miRNA
ENSG00000207814	miRNA
ENSG00000199085	miRNA
ENSG00000207611	miRNA
ENSG00000207782	miRNA
ENSG00000207947	miRNA
ENSG00000207647	miRNA
ENSG00000207960	miRNA
ENSG00000207978	miRNA
ENSG00000283904	miRNA
ENSG00000283785	miRNA
ENSG00000207779	miRNA
ENSG00000208006	miRNA
ENSG00000198987	miRNA
ENSG00000284536	miRNA
ENSG00000283815	miRNA
ENSG00000207595	miRNA
ENSG00000207975	miRNA
ENSG00000207737	miRNA
ENSG00000207613	miRNA
ENSG00000207990	miRNA
ENSG00000207691	miRNA
ENSG00000207695	miRNA
ENSG00000208023	miRNA
ENSG00000207721	miRNA
ENSG00000207797	miRNA
ENSG00000207768	miRNA
ENSG00000211137	miRNA
ENSG00000207605	miRNA
ENSG00000283926	miRNA
ENSG00000207614	miRNA
ENSG00000207624	miRNA
ENSG00000284155	miRNA
ENSG00000284112	miRNA
ENSG00000210741	miRNA
ENSG00000207924	miRNA
ENSG00000284443	miRNA
ENSG00000284121	miRNA
ENSG00000207752	miRNA
ENSG00000208024	miRNA
ENSG00000207581	miRNA
ENSG00000284204	miRNA
ENSG00000284375	miRNA
ENSG00000284107	miRNA
ENSG00000283762	miRNA
ENSG00000207607	miRNA
ENSG00000207730	miRNA
ENSG00000207713	miRNA
ENSG00000207568	miRNA
ENSG00000207935	miRNA
ENSG00000284485	miRNA
ENSG00000207604	miRNA
ENSG00000199157	miRNA
ENSG00000284190	miRNA
ENSG00000199038	miRNA
ENSG00000207702	miRNA
ENSG00000267195	miRNA
ENSG00000207759	miRNA
ENSG00000283844	miRNA
ENSG00000207590	miRNA
ENSG00000207798	miRNA
ENSG00000207548	miRNA
ENSG00000090382	protein_coding
ENSG00000133794	protein_coding
ENSG00000207732	miRNA
ENSG00000207739	miRNA
ENSG00000199036	miRNA
ENSG00000284185	miRNA
ENSG00000283824	miRNA
ENSG00000207870	miRNA
ENSG00000207725	miRNA
ENSG00000284567	miRNA
ENSG00000284363	miRNA
ENSG00000207980	miRNA
ENSG00000207563	miRNA
ENSG00000284459	miRNA
ENSG00000284387	miRNA
ENSG00000207547	miRNA
ENSG00000199075	miRNA
ENSG00000207789	miRNA
ENSG00000199121	miRNA
ENSG00000207808	miRNA
ENSG00000207864	miRNA
ENSG00000207651	miRNA
ENSG00000284032	miRNA
ENSG00000284040	miRNA
ENSG00000207749	miRNA
ENSG00000283797	miRNA
ENSG00000284203	miRNA
ENSG00000284214	miRNA
ENSG00000207996	miRNA
ENSG00000207927	miRNA
ENSG00000207827	miRNA
ENSG00000207582	miRNA
ENSG00000207962	miRNA
ENSG00000199094	miRNA
ENSG00000199153	miRNA
ENSG00000198974	miRNA
ENSG00000199177	miRNA
ENSG00000207698	miRNA
ENSG00000208037	miRNA
ENSG00000207932	miRNA
ENSG00000284357	miRNA
ENSG00000207811	miRNA
ENSG00000207562	miRNA
ENSG00000284179	miRNA
ENSG00000207703	miRNA
ENSG00000207630	miRNA
ENSG00000207933	miRNA
ENSG00000284447	miRNA
ENSG00000283705	miRNA
ENSG00000284538	miRNA
ENSG00000207757	miRNA
ENSG00000284329	miRNA
ENSG00000207807	miRNA
ENSG00000199158	miRNA
ENSG00000271886	miRNA
ENSG00000207638	miRNA
ENSG00000207550	miRNA
ENSG00000184292	protein_coding
ENSG00000169908	protein_coding
ENSG00000119888	protein_coding
ENSG00000003056	protein_coding
ENSG00000135387	protein_coding
ENSG00000183662	protein_coding
ENSG00000188554	protein_coding
ENSG00000215417	processed_transcript
ENSG00000248871	protein_coding
ENSG00000120500	protein_coding
ENSG00000278087	protein_coding
ENSG00000103226	protein_coding
ENSG00000177359	protein_coding
ENSG00000275428	protein_coding
ENSG00000196800	protein_coding
ENSG00000180660	protein_coding
ENSG00000172568	protein_coding
ENSG00000277443	protein_coding
ENSG00000059728	protein_coding
ENSG00000164109	protein_coding
ENSG00000170365	protein_coding
ENSG00000175387	protein_coding
ENSG00000166949	protein_coding
ENSG00000141646	protein_coding
ENSG00000137486	protein_coding
ENSG00000113658	protein_coding
ENSG00000137834	protein_coding
ENSG00000101665	protein_coding
ENSG00000120693	protein_coding
ENSG00000178573	protein_coding
ENSG00000197063	protein_coding
ENSG00000105695	protein_coding
ENSG00000141480	protein_coding
ENSG00000108684	protein_coding
ENSG00000198681	protein_coding
ENSG00000268606	protein_coding
ENSG00000221867	protein_coding
ENSG00000147381	protein_coding
ENSG00000197172	protein_coding
ENSG00000156009	protein_coding
ENSG00000123584	protein_coding
ENSG00000124260	protein_coding
ENSG00000100299	protein_coding
ENSG00000185247	protein_coding
ENSG00000213401	protein_coding
ENSG00000214107	protein_coding
ENSG00000099399	protein_coding
ENSG00000198798	protein_coding
ENSG00000120289	protein_coding
ENSG00000162385	protein_coding
ENSG00000111837	protein_coding
ENSG00000172005	protein_coding
ENSG00000113273	protein_coding
ENSG00000111885	protein_coding
ENSG00000196547	protein_coding
ENSG00000140400	protein_coding
ENSG00000112893	protein_coding
ENSG00000104774	protein_coding
ENSG00000109323	protein_coding
ENSG00000189221	protein_coding
ENSG00000069535	protein_coding
ENSG00000101846	protein_coding
ENSG00000166963	protein_coding
ENSG00000131711	protein_coding
ENSG00000078018	protein_coding
ENSG00000047849	protein_coding
ENSG00000171533	protein_coding
ENSG00000277956	protein_coding
ENSG00000276155	protein_coding
ENSG00000186868	protein_coding
ENSG00000116141	protein_coding
ENSG00000274808	protein_coding
ENSG00000278632	protein_coding
ENSG00000274939	protein_coding
ENSG00000282750	unprocessed_pseudogene
ENSG00000274808	protein_coding
ENSG00000278632	protein_coding
ENSG00000278299	protein_coding
ENSG00000274939	protein_coding
ENSG00000277336	protein_coding
ENSG00000276085	protein_coding
ENSG00000277768	protein_coding
ENSG00000277796	protein_coding
ENSG00000075413	protein_coding
ENSG00000176244	protein_coding
ENSG00000214688	protein_coding
ENSG00000203942	protein_coding
ENSG00000204149	protein_coding
ENSG00000182632	transcribed_unprocessed_pseudogene
ENSG00000181800	antisense_RNA
ENSG00000226245	antisense_RNA
ENSG00000166986	protein_coding
ENSG00000223910	antisense_RNA
ENSG00000230565	antisense_RNA
ENSG00000265366	transcribed_unprocessed_pseudogene
ENSG00000265018	transcribed_unprocessed_pseudogene
ENSG00000180525	protein_coding
ENSG00000222047	protein_coding
ENSG00000165874	transcribed_unprocessed_pseudogene
ENSG00000227540	antisense_RNA
ENSG00000236756	antisense_RNA
ENSG00000204187	lincRNA
ENSG00000130368	protein_coding
ENSG00000170967	protein_coding
ENSG00000204011	antisense_RNA
ENSG00000204250	lincRNA
ENSG00000177243	protein_coding
ENSG00000176797	protein_coding
ENSG00000273641	protein_coding
ENSG00000148057	protein_coding
ENSG00000187922	protein_coding
ENSG00000151224	protein_coding
ENSG00000168906	protein_coding
ENSG00000007264	protein_coding
ENSG00000162510	protein_coding
ENSG00000237010	processed_transcript
ENSG00000236835	processed_transcript
ENSG00000227559	processed_transcript
ENSG00000230004	processed_transcript
ENSG00000224157	antisense_RNA
ENSG00000234411	processed_transcript
ENSG00000228738	processed_transcript
ENSG00000224507	processed_transcript
ENSG00000228962	antisense_RNA
ENSG00000230602	processed_transcript
ENSG00000229903	processed_transcript
ENSG00000235135	processed_transcript
ENSG00000225834	processed_transcript
ENSG00000226228	processed_transcript
ENSG00000232940	antisense_RNA
ENSG00000231343	processed_transcript
ENSG00000233772	processed_transcript
ENSG00000231573	processed_transcript
ENSG00000231037	processed_transcript
ENSG00000224096	processed_transcript
ENSG00000238064	processed_transcript
ENSG00000236729	processed_transcript
ENSG00000241053	processed_transcript
ENSG00000240924	processed_transcript
ENSG00000270604	lincRNA
ENSG00000244695	processed_transcript
ENSG00000240833	processed_transcript
ENSG00000241701	processed_transcript
ENSG00000132561	protein_coding
ENSG00000259571	protein_coding
ENSG00000132031	protein_coding
ENSG00000205593	protein_coding
ENSG00000213563	protein_coding
ENSG00000125952	protein_coding
ENSG00000006756	protein_coding
ENSG00000103495	protein_coding
ENSG00000198355	protein_coding
ENSG00000178750	protein_coding
ENSG00000198125	protein_coding
ENSG00000141644	protein_coding
ENSG00000165471	protein_coding
ENSG00000152601	protein_coding
ENSG00000197971	protein_coding
ENSG00000258839	protein_coding
ENSG00000185231	protein_coding
ENSG00000124089	protein_coding
ENSG00000157399	protein_coding
ENSG00000166603	protein_coding
ENSG00000176136	protein_coding
ENSG00000076706	protein_coding
ENSG00000171444	protein_coding
ENSG00000183196	protein_coding
ENSG00000101977	protein_coding
ENSG00000062096	protein_coding
ENSG00000143384	protein_coding
ENSG00000073111	protein_coding
ENSG00000112118	protein_coding
ENSG00000104738	protein_coding
ENSG00000100297	protein_coding
ENSG00000076003	protein_coding
ENSG00000166508	protein_coding
ENSG00000117335	protein_coding
ENSG00000129744	protein_coding
ENSG00000163206	protein_coding
ENSG00000073670	protein_coding
ENSG00000112559	protein_coding
ENSG00000128590	protein_coding
ENSG00000014641	protein_coding
ENSG00000146701	protein_coding
ENSG00000110492	protein_coding
ENSG00000135679	protein_coding
ENSG00000198625	protein_coding
ENSG00000065833	protein_coding
ENSG00000156219	protein_coding
ENSG00000110881	protein_coding
ENSG00000082212	protein_coding
ENSG00000124733	protein_coding
ENSG00000169057	protein_coding
ENSG00000068305	protein_coding
ENSG00000064489	protein_coding
ENSG00000081189	protein_coding
ENSG00000116604	protein_coding
ENSG00000111339	protein_coding
ENSG00000103313	protein_coding
ENSG00000143995	protein_coding
ENSG00000134138	protein_coding
ENSG00000095015	protein_coding
ENSG00000198909	protein_coding
ENSG00000085511	protein_coding
ENSG00000197442	protein_coding
ENSG00000167461	protein_coding
ENSG00000099889	protein_coding
ENSG00000133895	protein_coding
ENSG00000005102	protein_coding
ENSG00000106511	protein_coding
ENSG00000112818	protein_coding
ENSG00000141434	protein_coding
ENSG00000106484	protein_coding
ENSG00000105976	protein_coding
ENSG00000037897	protein_coding
ENSG00000140259	protein_coding
ENSG00000117122	protein_coding
ENSG00000037749	protein_coding
ENSG00000166482	protein_coding
ENSG00000140545	protein_coding
ENSG00000163975	protein_coding
ENSG00000100060	protein_coding
ENSG00000131446	protein_coding
ENSG00000124939	protein_coding
ENSG00000168282	protein_coding
ENSG00000128268	protein_coding
ENSG00000152127	protein_coding
ENSG00000205642	protein_coding
ENSG00000131007	antisense_RNA
ENSG00000110484	protein_coding
ENSG00000150527	protein_coding
ENSG00000049130	protein_coding
ENSG00000170430	protein_coding
ENSG00000111341	protein_coding
ENSG00000008394	protein_coding
ENSG00000085871	protein_coding
ENSG00000143198	protein_coding
ENSG00000179583	protein_coding
ENSG00000002586	protein_coding
ENSG00000231372	protein_coding
ENSG00000227772	protein_coding
ENSG00000206449	protein_coding
ENSG00000234218	protein_coding
ENSG00000204516	protein_coding
ENSG00000231179	protein_coding
ENSG00000224378	protein_coding
ENSG00000238289	protein_coding
ENSG00000104763	protein_coding
ENSG00000101871	protein_coding
ENSG00000240972	protein_coding
ENSG00000276701	protein_coding
ENSG00000138755	protein_coding
ENSG00000135517	protein_coding
ENSG00000027001	protein_coding
ENSG00000187098	protein_coding
ENSG00000066427	protein_coding
ENSG00000148773	protein_coding
ENSG00000128585	protein_coding
ENSG00000178053	protein_coding
ENSG00000076242	protein_coding
ENSG00000006432	protein_coding
ENSG00000130758	protein_coding
ENSG00000096395	protein_coding
ENSG00000173327	protein_coding
ENSG00000118058	protein_coding
ENSG00000130382	protein_coding
ENSG00000172493	protein_coding
ENSG00000139352	protein_coding
ENSG00000171843	protein_coding
ENSG00000130396	protein_coding
ENSG00000275851	protein_coding
ENSG00000275023	protein_coding
ENSG00000184481	protein_coding
ENSG00000151623	protein_coding
ENSG00000274965	protein_coding
ENSG00000134160	protein_coding
ENSG00000183734	protein_coding
ENSG00000196549	protein_coding
ENSG00000196611	protein_coding
ENSG00000087245	protein_coding
ENSG00000149968	protein_coding
ENSG00000137673	protein_coding
ENSG00000253148	protein_coding
ENSG00000188886	protein_coding
ENSG00000162624	protein_coding
ENSG00000118113	protein_coding
ENSG00000100985	protein_coding
ENSG00000166670	protein_coding
ENSG00000275365	protein_coding
ENSG00000099953	protein_coding
ENSG00000262406	protein_coding
ENSG00000137745	protein_coding
ENSG00000157227	protein_coding
ENSG00000102996	protein_coding
ENSG00000156103	protein_coding
ENSG00000198598	protein_coding
ENSG00000123342	protein_coding
ENSG00000119711	protein_coding
ENSG00000141505	protein_coding
ENSG00000169184	protein_coding
ENSG00000020426	protein_coding
ENSG00000163563	protein_coding
ENSG00000070444	protein_coding
ENSG00000168314	protein_coding
ENSG00000124615	protein_coding
ENSG00000164172	protein_coding
ENSG00000161944	protein_coding
ENSG00000237834	protein_coding
ENSG00000232641	protein_coding
ENSG00000137345	protein_coding
ENSG00000204655	protein_coding
ENSG00000234623	protein_coding
ENSG00000230885	protein_coding
ENSG00000234096	protein_coding
ENSG00000236561	protein_coding
ENSG00000172680	protein_coding
ENSG00000155363	protein_coding
ENSG00000091972	protein_coding
ENSG00000101440	protein_coding
ENSG00000103152	protein_coding
ENSG00000178802	protein_coding
ENSG00000117400	protein_coding
ENSG00000005381	protein_coding
ENSG00000130830	protein_coding
ENSG00000108852	protein_coding
ENSG00000161647	protein_coding
ENSG00000128309	protein_coding
ENSG00000115204	protein_coding
ENSG00000158887	protein_coding
ENSG00000126522	protein_coding
ENSG00000260314	protein_coding
ENSG00000020922	protein_coding
ENSG00000103222	protein_coding
ENSG00000278183	protein_coding
ENSG00000129437	protein_coding
ENSG00000186474	protein_coding
ENSG00000196433	protein_coding
ENSG00000278302	protein_coding
ENSG00000185940	protein_coding
ENSG00000277291	protein_coding
ENSG00000196243	lincRNA
ENSG00000182534	protein_coding
ENSG00000180869	lincRNA
ENSG00000230513	antisense_RNA
ENSG00000247193	antisense_RNA
ENSG00000231782	lincRNA
ENSG00000248874	lincRNA
ENSG00000181171	antisense_RNA
ENSG00000189014	unprocessed_pseudogene
ENSG00000237523	lincRNA
ENSG00000224914	lincRNA
ENSG00000204010	protein_coding
ENSG00000198356	protein_coding
ENSG00000087085	protein_coding
ENSG00000281533	protein_coding
ENSG00000278489	protein_coding
ENSG00000205867	protein_coding
ENSG00000205864	protein_coding
ENSG00000277389	protein_coding
ENSG00000166471	protein_coding
ENSG00000245522	lincRNA
ENSG00000049449	protein_coding
ENSG00000205035	transcribed_unprocessed_pseudogene
ENSG00000244411	protein_coding
ENSG00000204571	protein_coding
ENSG00000255221	protein_coding
ENSG00000262607	protein_coding
ENSG00000120645	protein_coding
ENSG00000196946	protein_coding
ENSG00000255790	sense_intronic
ENSG00000179256	protein_coding
ENSG00000188375	protein_coding
ENSG00000185610	protein_coding
ENSG00000248265	lincRNA
ENSG00000182796	transcribed_unitary_pseudogene
ENSG00000187510	protein_coding
ENSG00000249873	lincRNA
ENSG00000250208	processed_transcript
ENSG00000236094	lincRNA
ENSG00000253710	protein_coding
ENSG00000204899	protein_coding
ENSG00000257115	protein_coding
ENSG00000206150	protein_coding
ENSG00000269994	lincRNA
ENSG00000196553	protein_coding
ENSG00000015133	protein_coding
ENSG00000281347	transcribed_unprocessed_pseudogene
ENSG00000281688	transcribed_unprocessed_pseudogene
ENSG00000274404	protein_coding
ENSG00000277865	protein_coding
ENSG00000282417	transcribed_unprocessed_pseudogene
ENSG00000206149	transcribed_unprocessed_pseudogene
ENSG00000215252	protein_coding
ENSG00000128829	protein_coding
ENSG00000205771	transcribed_unprocessed_pseudogene
ENSG00000137766	protein_coding
ENSG00000247240	antisense_RNA
ENSG00000274320	protein_coding
ENSG00000197978	protein_coding
ENSG00000259295	transcribed_unprocessed_pseudogene
ENSG00000213471	protein_coding
ENSG00000267795	protein_coding
ENSG00000185864	protein_coding
ENSG00000260790	antisense_RNA
ENSG00000284019	antisense_RNA
ENSG00000196436	protein_coding
ENSG00000214725	transcribed_unitary_pseudogene
ENSG00000168928	protein_coding
ENSG00000232190	lincRNA
ENSG00000219200	protein_coding
ENSG00000233098	antisense_RNA
ENSG00000266433	transcribed_unprocessed_pseudogene
ENSG00000274487	unprocessed_pseudogene
ENSG00000282641	unprocessed_pseudogene
ENSG00000274615	unprocessed_pseudogene
ENSG00000276469	protein_coding
ENSG00000277399	protein_coding
ENSG00000225860	lincRNA
ENSG00000226137	lincRNA
ENSG00000226742	protein_coding
ENSG00000214456	protein_coding
ENSG00000081665	protein_coding
ENSG00000269332	transcribed_unprocessed_pseudogene
ENSG00000196081	protein_coding
ENSG00000124467	protein_coding
ENSG00000177133	antisense_RNA
ENSG00000281934	protein_coding
ENSG00000239810	protein_coding
