ensembl_ids	type_of_gene
ENSG00000123739	protein_coding
ENSG00000070808	protein_coding
ENSG00000102543	protein_coding
ENSG00000171206	protein_coding
ENSG00000167118	protein_coding
ENSG00000213626	protein_coding
ENSG00000143217	protein_coding
ENSG00000145216	protein_coding
ENSG00000143376	protein_coding
ENSG00000101447	protein_coding
ENSG00000143401	protein_coding
ENSG00000140157	protein_coding
ENSG00000152128	protein_coding
ENSG00000130377	protein_coding
ENSG00000102547	protein_coding
ENSG00000135916	protein_coding
ENSG00000108219	protein_coding
ENSG00000121058	protein_coding
ENSG00000167513	protein_coding
ENSG00000107821	protein_coding
ENSG00000110057	protein_coding
ENSG00000125788	protein_coding
ENSG00000139734	protein_coding
ENSG00000157060	protein_coding
ENSG00000121486	protein_coding
ENSG00000166925	protein_coding
ENSG00000162526	protein_coding
ENSG00000140941	protein_coding
ENSG00000121057	protein_coding
ENSG00000221978	protein_coding
ENSG00000062716	protein_coding
ENSG00000112308	protein_coding
ENSG00000135070	protein_coding
ENSG00000005189	protein_coding
ENSG00000166126	protein_coding
ENSG00000233046	protein_coding
ENSG00000227137	protein_coding
ENSG00000243441	protein_coding
ENSG00000112461	protein_coding
ENSG00000243729	protein_coding
ENSG00000240130	processed_transcript
ENSG00000242289	processed_transcript
ENSG00000230742	processed_transcript
ENSG00000168131	protein_coding
ENSG00000058404	protein_coding
ENSG00000107099	protein_coding
ENSG00000198729	protein_coding
ENSG00000132874	protein_coding
ENSG00000099866	protein_coding
ENSG00000104897	protein_coding
ENSG00000146054	protein_coding
ENSG00000163545	protein_coding
ENSG00000164296	protein_coding
ENSG00000105656	protein_coding
ENSG00000120925	protein_coding
ENSG00000151388	protein_coding
ENSG00000281690	protein_coding
ENSG00000174123	protein_coding
ENSG00000142303	protein_coding
ENSG00000137571	protein_coding
ENSG00000242022	protein_coding
ENSG00000204692	protein_coding
ENSG00000250364	protein_coding
ENSG00000112462	protein_coding
ENSG00000224487	protein_coding
ENSG00000251394	protein_coding
ENSG00000229181	processed_transcript
ENSG00000145349	protein_coding
ENSG00000171208	protein_coding
ENSG00000166342	protein_coding
ENSG00000118434	protein_coding
ENSG00000173218	protein_coding
ENSG00000169871	protein_coding
ENSG00000133812	protein_coding
ENSG00000118518	protein_coding
ENSG00000187678	protein_coding
ENSG00000117069	protein_coding
ENSG00000262347	protein_coding
ENSG00000221880	protein_coding
ENSG00000188581	protein_coding
ENSG00000262808	protein_coding
ENSG00000137210	protein_coding
ENSG00000107819	protein_coding
ENSG00000213020	protein_coding
ENSG00000104973	protein_coding
ENSG00000179526	protein_coding
ENSG00000198083	protein_coding
ENSG00000262594	protein_coding
ENSG00000267728	protein_coding
ENSG00000198090	protein_coding
ENSG00000212725	protein_coding
ENSG00000261852	protein_coding
ENSG00000136950	protein_coding
ENSG00000143319	protein_coding
ENSG00000174903	protein_coding
ENSG00000196793	protein_coding
ENSG00000001497	protein_coding
ENSG00000178922	protein_coding
ENSG00000180185	protein_coding
ENSG00000213339	protein_coding
ENSG00000119705	protein_coding
ENSG00000155287	protein_coding
ENSG00000125755	protein_coding
ENSG00000148660	protein_coding
ENSG00000261857	protein_coding
ENSG00000129968	protein_coding
ENSG00000149679	protein_coding
ENSG00000085415	protein_coding
ENSG00000125656	protein_coding
ENSG00000121621	protein_coding
ENSG00000184635	protein_coding
ENSG00000119431	protein_coding
ENSG00000011332	protein_coding
ENSG00000125863	protein_coding
ENSG00000164615	protein_coding
ENSG00000282844	protein_coding
ENSG00000130402	protein_coding
ENSG00000125965	protein_coding
ENSG00000124151	protein_coding
ENSG00000180530	protein_coding
ENSG00000159259	protein_coding
ENSG00000160221	protein_coding
ENSG00000164047	protein_coding
ENSG00000183628	protein_coding
ENSG00000099949	protein_coding
ENSG00000070371	protein_coding
ENSG00000127022	protein_coding
ENSG00000283777	protein_coding
ENSG00000100056	protein_coding
ENSG00000185666	protein_coding
ENSG00000178605	protein_coding
ENSG00000130021	protein_coding
ENSG00000197976	protein_coding
ENSG00000006757	protein_coding
ENSG00000042493	protein_coding
ENSG00000169249	protein_coding
ENSG00000102226	protein_coding
ENSG00000124486	protein_coding
ENSG00000014216	protein_coding
ENSG00000182872	protein_coding
ENSG00000126012	protein_coding
ENSG00000072501	protein_coding
ENSG00000162909	protein_coding
ENSG00000092529	protein_coding
ENSG00000102030	protein_coding
ENSG00000277203	protein_coding
ENSG00000102178	protein_coding
ENSG00000177854	protein_coding
ENSG00000126247	protein_coding
ENSG00000196976	protein_coding
ENSG00000126903	protein_coding
ENSG00000007350	protein_coding
ENSG00000077274	protein_coding
ENSG00000012817	protein_coding
ENSG00000114374	protein_coding
ENSG00000121053	protein_coding
ENSG00000117713	protein_coding
ENSG00000105519	protein_coding
ENSG00000168148	protein_coding
ENSG00000135636	protein_coding
ENSG00000206561	protein_coding
ENSG00000205572	protein_coding
ENSG00000172058	protein_coding
ENSG00000275581	protein_coding
ENSG00000277429	protein_coding
ENSG00000278839	protein_coding
ENSG00000276180	protein_coding
ENSG00000196367	protein_coding
ENSG00000116489	protein_coding
ENSG00000073921	protein_coding
ENSG00000183542	protein_coding
ENSG00000184602	protein_coding
ENSG00000168306	protein_coding
ENSG00000198898	protein_coding
ENSG00000087008	protein_coding
ENSG00000103126	protein_coding
ENSG00000168646	protein_coding
ENSG00000163930	protein_coding
ENSG00000089234	protein_coding
ENSG00000097046	protein_coding
ENSG00000093009	protein_coding
ENSG00000153113	protein_coding
ENSG00000163508	protein_coding
ENSG00000157240	protein_coding
ENSG00000174804	protein_coding
ENSG00000164930	protein_coding
ENSG00000155760	protein_coding
ENSG00000099715	protein_coding
ENSG00000177283	protein_coding
ENSG00000188763	protein_coding
ENSG00000165702	protein_coding
ENSG00000196747	protein_coding
ENSG00000077549	protein_coding
ENSG00000275221	protein_coding
ENSG00000276368	protein_coding
ENSG00000276903	protein_coding
ENSG00000180573	protein_coding
ENSG00000278463	protein_coding
ENSG00000278677	protein_coding
ENSG00000203812	protein_coding
ENSG00000184260	protein_coding
ENSG00000091622	protein_coding
ENSG00000273802	protein_coding
ENSG00000110619	protein_coding
ENSG00000278191	protein_coding
ENSG00000119915	protein_coding
ENSG00000185130	protein_coding
ENSG00000143297	protein_coding
ENSG00000163518	protein_coding
ENSG00000233822	protein_coding
ENSG00000273703	protein_coding
ENSG00000152284	protein_coding
ENSG00000277224	protein_coding
ENSG00000159322	protein_coding
ENSG00000142669	protein_coding
ENSG00000169976	protein_coding
ENSG00000115274	protein_coding
ENSG00000111305	protein_coding
ENSG00000123171	protein_coding
ENSG00000151475	protein_coding
ENSG00000129317	protein_coding
ENSG00000118557	protein_coding
ENSG00000274290	protein_coding
ENSG00000171962	protein_coding
ENSG00000106077	protein_coding
ENSG00000172007	protein_coding
ENSG00000275713	protein_coding
ENSG00000127774	protein_coding
ENSG00000111665	protein_coding
ENSG00000213347	protein_coding
ENSG00000138613	protein_coding
ENSG00000120820	protein_coding
ENSG00000278588	protein_coding
ENSG00000167216	protein_coding
ENSG00000129932	protein_coding
ENSG00000138639	protein_coding
ENSG00000118197	protein_coding
ENSG00000180596	protein_coding
ENSG00000110060	protein_coding
ENSG00000261150	protein_coding
ENSG00000261678	protein_coding
ENSG00000130300	protein_coding
ENSG00000274641	protein_coding
ENSG00000184678	protein_coding
ENSG00000137752	protein_coding
ENSG00000275714	protein_coding
ENSG00000197409	protein_coding
ENSG00000278272	protein_coding
ENSG00000204815	protein_coding
ENSG00000154080	protein_coding
ENSG00000274750	protein_coding
ENSG00000143228	protein_coding
ENSG00000125898	protein_coding
ENSG00000126878	protein_coding
ENSG00000119661	protein_coding
ENSG00000132026	protein_coding
ENSG00000167705	protein_coding
ENSG00000274145	protein_coding
ENSG00000136152	protein_coding
ENSG00000130717	protein_coding
ENSG00000275379	protein_coding
ENSG00000165370	protein_coding
ENSG00000146385	protein_coding
ENSG00000235718	protein_coding
ENSG00000273983	protein_coding
ENSG00000197153	protein_coding
ENSG00000278828	protein_coding
ENSG00000274267	protein_coding
ENSG00000164897	protein_coding
ENSG00000173451	protein_coding
ENSG00000165568	protein_coding
ENSG00000266094	protein_coding
ENSG00000112874	protein_coding
ENSG00000171056	protein_coding
ENSG00000126453	protein_coding
ENSG00000163825	protein_coding
ENSG00000268324	antisense_RNA
ENSG00000278637	protein_coding
ENSG00000106144	protein_coding
ENSG00000147027	protein_coding
ENSG00000136280	protein_coding
ENSG00000138867	protein_coding
ENSG00000144233	protein_coding
ENSG00000141428	protein_coding
ENSG00000277157	protein_coding
ENSG00000274618	protein_coding
ENSG00000273542	protein_coding
ENSG00000131943	protein_coding
ENSG00000122515	protein_coding
ENSG00000175573	protein_coding
ENSG00000131126	protein_coding
ENSG00000197238	protein_coding
ENSG00000169612	protein_coding
ENSG00000065809	protein_coding
ENSG00000073169	protein_coding
ENSG00000151468	protein_coding
ENSG00000154319	protein_coding
ENSG00000197061	protein_coding
ENSG00000177710	protein_coding
ENSG00000184608	antisense_RNA
ENSG00000168589	protein_coding
ENSG00000125971	protein_coding
ENSG00000167858	protein_coding
ENSG00000158406	protein_coding
ENSG00000171914	protein_coding
ENSG00000166959	protein_coding
ENSG00000138496	protein_coding
ENSG00000130766	protein_coding
ENSG00000278705	protein_coding
ENSG00000276966	protein_coding
ENSG00000275126	protein_coding
ENSG00000121005	protein_coding
ENSG00000102181	protein_coding
ENSG00000103160	protein_coding
ENSG00000198208	protein_coding
ENSG00000171792	protein_coding
ENSG00000167632	protein_coding
ENSG00000113073	protein_coding
ENSG00000183166	protein_coding
ENSG00000198478	protein_coding
ENSG00000275663	protein_coding
ENSG00000164305	protein_coding
ENSG00000166086	protein_coding
ENSG00000149781	protein_coding
ENSG00000149743	protein_coding
ENSG00000270882	protein_coding
ENSG00000053702	protein_coding
ENSG00000187017	protein_coding
ENSG00000103196	protein_coding
ENSG00000090238	protein_coding
ENSG00000149926	protein_coding
ENSG00000139269	protein_coding
ENSG00000186792	protein_coding
ENSG00000124784	protein_coding
ENSG00000182902	protein_coding
ENSG00000152348	protein_coding
ENSG00000078747	protein_coding
ENSG00000277745	protein_coding
ENSG00000008197	protein_coding
ENSG00000155254	protein_coding
ENSG00000105447	protein_coding
ENSG00000127081	protein_coding
ENSG00000100395	protein_coding
ENSG00000102910	protein_coding
ENSG00000263236	protein_coding
ENSG00000213416	protein_coding
ENSG00000169962	protein_coding
ENSG00000139194	protein_coding
ENSG00000173914	protein_coding
ENSG00000126391	protein_coding
ENSG00000282813	protein_coding
ENSG00000170632	protein_coding
ENSG00000095981	protein_coding
ENSG00000002822	protein_coding
ENSG00000196954	protein_coding
ENSG00000112981	protein_coding
ENSG00000172146	protein_coding
ENSG00000134588	protein_coding
ENSG00000204176	protein_coding
ENSG00000158220	protein_coding
ENSG00000139973	protein_coding
ENSG00000136169	protein_coding
ENSG00000145491	protein_coding
ENSG00000130812	protein_coding
ENSG00000129911	protein_coding
ENSG00000106701	protein_coding
ENSG00000133687	protein_coding
ENSG00000160072	protein_coding
ENSG00000165632	protein_coding
ENSG00000130363	protein_coding
ENSG00000189077	protein_coding
ENSG00000215560	lincRNA
ENSG00000242153	transcribed_unprocessed_pseudogene
ENSG00000180910	lincRNA
ENSG00000237048	lincRNA
ENSG00000184991	lincRNA
ENSG00000262628	protein_coding
ENSG00000109113	protein_coding
ENSG00000143341	protein_coding
ENSG00000156097	protein_coding
ENSG00000099992	protein_coding
ENSG00000197580	protein_coding
ENSG00000134042	protein_coding
ENSG00000169490	protein_coding
ENSG00000130307	protein_coding
ENSG00000144354	protein_coding
ENSG00000180016	protein_coding
ENSG00000185155	protein_coding
ENSG00000182612	protein_coding
ENSG00000120329	protein_coding
ENSG00000172382	protein_coding
ENSG00000120440	protein_coding
ENSG00000137441	protein_coding
ENSG00000171804	protein_coding
ENSG00000127780	protein_coding
ENSG00000145757	protein_coding
ENSG00000109762	protein_coding
ENSG00000110906	protein_coding
ENSG00000144962	protein_coding
ENSG00000137473	protein_coding
ENSG00000221852	protein_coding
ENSG00000261862	protein_coding
ENSG00000212901	protein_coding
ENSG00000262068	protein_coding
ENSG00000212900	protein_coding
ENSG00000263296	protein_coding
ENSG00000262573	protein_coding
ENSG00000263090	protein_coding
ENSG00000239886	protein_coding
ENSG00000137757	protein_coding
ENSG00000204873	protein_coding
ENSG00000262749	protein_coding
ENSG00000262573	protein_coding
ENSG00000263090	protein_coding
ENSG00000239886	protein_coding
ENSG00000187272	protein_coding
ENSG00000186860	protein_coding
ENSG00000263341	protein_coding
ENSG00000177602	protein_coding
ENSG00000183024	protein_coding
ENSG00000159961	protein_coding
ENSG00000010270	protein_coding
ENSG00000196182	protein_coding
ENSG00000010072	protein_coding
ENSG00000100429	protein_coding
ENSG00000107551	protein_coding
ENSG00000148655	protein_coding
ENSG00000144895	protein_coding
ENSG00000147687	protein_coding
ENSG00000162604	protein_coding
ENSG00000212122	protein_coding
ENSG00000184903	protein_coding
ENSG00000143398	protein_coding
ENSG00000162897	protein_coding
ENSG00000088836	protein_coding
ENSG00000107242	protein_coding
ENSG00000276293	protein_coding
ENSG00000277292	protein_coding
ENSG00000276879	protein_coding
ENSG00000119632	protein_coding
ENSG00000178093	protein_coding
ENSG00000169682	protein_coding
ENSG00000167930	protein_coding
ENSG00000169515	protein_coding
ENSG00000104490	protein_coding
ENSG00000113391	protein_coding
ENSG00000184381	protein_coding
ENSG00000136492	protein_coding
ENSG00000077063	protein_coding
ENSG00000134193	protein_coding
ENSG00000183762	protein_coding
ENSG00000276870	protein_coding
ENSG00000069764	protein_coding
ENSG00000138794	protein_coding
ENSG00000137747	protein_coding
ENSG00000176597	protein_coding
ENSG00000108528	protein_coding
ENSG00000154358	protein_coding
ENSG00000132205	protein_coding
ENSG00000168875	protein_coding
ENSG00000152583	protein_coding
ENSG00000102781	protein_coding
ENSG00000121211	protein_coding
ENSG00000005448	protein_coding
ENSG00000164199	protein_coding
ENSG00000121067	protein_coding
ENSG00000127993	protein_coding
ENSG00000102158	protein_coding
ENSG00000047579	protein_coding
ENSG00000126259	protein_coding
ENSG00000167220	protein_coding
ENSG00000186501	protein_coding
ENSG00000240021	protein_coding
ENSG00000051009	protein_coding
ENSG00000120519	protein_coding
ENSG00000187583	protein_coding
ENSG00000101955	protein_coding
ENSG00000135436	protein_coding
ENSG00000118690	protein_coding
ENSG00000143452	protein_coding
ENSG00000136449	protein_coding
ENSG00000129646	protein_coding
ENSG00000189139	protein_coding
ENSG00000151005	protein_coding
ENSG00000131379	protein_coding
ENSG00000120696	protein_coding
ENSG00000105186	protein_coding
ENSG00000158710	protein_coding
ENSG00000124074	protein_coding
ENSG00000126653	protein_coding
ENSG00000121988	protein_coding
ENSG00000222014	protein_coding
ENSG00000118496	protein_coding
ENSG00000177169	protein_coding
ENSG00000126756	protein_coding
ENSG00000165806	protein_coding
ENSG00000113966	protein_coding
ENSG00000136014	protein_coding
ENSG00000136052	protein_coding
ENSG00000138813	protein_coding
ENSG00000132570	protein_coding
ENSG00000133246	protein_coding
ENSG00000174963	protein_coding
ENSG00000156374	protein_coding
ENSG00000186867	protein_coding
ENSG00000102189	protein_coding
ENSG00000160908	protein_coding
ENSG00000133640	protein_coding
ENSG00000164053	protein_coding
ENSG00000115368	protein_coding
ENSG00000240303	protein_coding
ENSG00000137936	protein_coding
ENSG00000148019	protein_coding
ENSG00000106346	protein_coding
ENSG00000183579	protein_coding
ENSG00000158882	protein_coding
ENSG00000164338	protein_coding
ENSG00000103061	protein_coding
ENSG00000170264	protein_coding
ENSG00000115363	protein_coding
ENSG00000163322	protein_coding
ENSG00000097096	protein_coding
ENSG00000122482	protein_coding
ENSG00000103510	protein_coding
ENSG00000131771	protein_coding
ENSG00000172922	protein_coding
ENSG00000197498	protein_coding
ENSG00000150347	protein_coding
ENSG00000138688	protein_coding
ENSG00000196275	protein_coding
ENSG00000100325	protein_coding
ENSG00000140853	protein_coding
ENSG00000105072	protein_coding
ENSG00000169604	protein_coding
ENSG00000143412	protein_coding
ENSG00000138131	protein_coding
ENSG00000125630	protein_coding
ENSG00000115459	protein_coding
ENSG00000101082	protein_coding
ENSG00000169026	protein_coding
ENSG00000079950	protein_coding
ENSG00000124177	protein_coding
ENSG00000106125	protein_coding
ENSG00000147905	protein_coding
ENSG00000157600	protein_coding
ENSG00000197601	protein_coding
ENSG00000184564	protein_coding
ENSG00000127720	protein_coding
ENSG00000166797	protein_coding
ENSG00000183576	protein_coding
ENSG00000090686	protein_coding
ENSG00000185900	protein_coding
ENSG00000170819	protein_coding
ENSG00000064012	protein_coding
ENSG00000168454	protein_coding
ENSG00000183496	protein_coding
ENSG00000242125	sense_intronic
ENSG00000260691	protein_coding
ENSG00000118156	protein_coding
ENSG00000139173	protein_coding
ENSG00000066185	protein_coding
ENSG00000282087	protein_coding
ENSG00000275954	protein_coding
ENSG00000127580	protein_coding
ENSG00000015568	protein_coding
ENSG00000274679	protein_coding
ENSG00000160284	protein_coding
ENSG00000226287	transcribed_unprocessed_pseudogene
ENSG00000114473	protein_coding
ENSG00000142794	protein_coding
ENSG00000141497	protein_coding
ENSG00000221843	protein_coding
ENSG00000159625	protein_coding
ENSG00000171488	protein_coding
ENSG00000131653	protein_coding
ENSG00000179632	protein_coding
ENSG00000171202	protein_coding
ENSG00000144468	protein_coding
ENSG00000127249	protein_coding
ENSG00000131732	protein_coding
ENSG00000204160	protein_coding
ENSG00000037757	protein_coding
ENSG00000133398	protein_coding
ENSG00000188636	protein_coding
ENSG00000122068	protein_coding
ENSG00000146005	protein_coding
ENSG00000129151	protein_coding
ENSG00000133302	protein_coding
ENSG00000118473	protein_coding
ENSG00000136895	protein_coding
ENSG00000004660	protein_coding
ENSG00000157800	protein_coding
ENSG00000059122	protein_coding
ENSG00000213023	protein_coding
ENSG00000137692	protein_coding
ENSG00000090006	protein_coding
ENSG00000139437	protein_coding
ENSG00000132004	protein_coding
ENSG00000157778	protein_coding
ENSG00000119471	protein_coding
ENSG00000103253	protein_coding
ENSG00000121851	protein_coding
ENSG00000125652	protein_coding
ENSG00000165118	protein_coding
ENSG00000129197	protein_coding
ENSG00000125611	protein_coding
ENSG00000165233	protein_coding
ENSG00000100227	protein_coding
ENSG00000119820	protein_coding
ENSG00000084092	protein_coding
ENSG00000110871	protein_coding
ENSG00000171612	protein_coding
ENSG00000145029	protein_coding
ENSG00000176410	protein_coding
ENSG00000196312	protein_coding
ENSG00000135617	protein_coding
ENSG00000170265	protein_coding
ENSG00000148925	protein_coding
ENSG00000187699	protein_coding
ENSG00000181481	protein_coding
ENSG00000163472	protein_coding
ENSG00000135778	protein_coding
ENSG00000175376	protein_coding
ENSG00000127419	protein_coding
ENSG00000171307	protein_coding
ENSG00000203666	protein_coding
ENSG00000168395	protein_coding
ENSG00000102572	protein_coding
ENSG00000256812	protein_coding
ENSG00000123154	protein_coding
ENSG00000122378	protein_coding
ENSG00000147679	protein_coding
ENSG00000156531	protein_coding
ENSG00000147536	protein_coding
ENSG00000139233	protein_coding
ENSG00000141741	protein_coding
ENSG00000132906	protein_coding
ENSG00000137288	protein_coding
ENSG00000197312	protein_coding
ENSG00000165152	protein_coding
ENSG00000159685	protein_coding
ENSG00000149761	protein_coding
ENSG00000170473	protein_coding
ENSG00000126249	protein_coding
ENSG00000186812	protein_coding
ENSG00000168101	protein_coding
ENSG00000146540	protein_coding
ENSG00000278845	protein_coding
ENSG00000277936	protein_coding
ENSG00000100916	protein_coding
ENSG00000131475	protein_coding
ENSG00000179029	protein_coding
ENSG00000164077	protein_coding
ENSG00000183011	protein_coding
ENSG00000136710	protein_coding
ENSG00000120647	protein_coding
ENSG00000184220	protein_coding
ENSG00000131910	protein_coding
ENSG00000230124	protein_coding
ENSG00000051596	protein_coding
ENSG00000205323	protein_coding
ENSG00000130731	protein_coding
ENSG00000132846	protein_coding
ENSG00000162441	protein_coding
ENSG00000122986	protein_coding
ENSG00000133250	protein_coding
ENSG00000172366	protein_coding
ENSG00000133665	protein_coding
ENSG00000180628	protein_coding
ENSG00000256053	protein_coding
ENSG00000204673	protein_coding
ENSG00000091947	protein_coding
ENSG00000130165	protein_coding
ENSG00000171794	protein_coding
ENSG00000164347	protein_coding
ENSG00000272617	protein_coding
ENSG00000163755	protein_coding
ENSG00000122707	protein_coding
ENSG00000167780	protein_coding
ENSG00000149182	protein_coding
ENSG00000155438	protein_coding
ENSG00000159182	protein_coding
ENSG00000168497	protein_coding
ENSG00000168172	protein_coding
ENSG00000111344	protein_coding
ENSG00000085999	protein_coding
ENSG00000035681	protein_coding
ENSG00000003400	protein_coding
ENSG00000071051	protein_coding
ENSG00000119147	protein_coding
ENSG00000120306	protein_coding
ENSG00000166920	protein_coding
ENSG00000143125	protein_coding
ENSG00000198286	protein_coding
ENSG00000197177	protein_coding
ENSG00000167555	protein_coding
ENSG00000170903	protein_coding
ENSG00000182218	protein_coding
ENSG00000116906	protein_coding
ENSG00000131242	protein_coding
ENSG00000184384	protein_coding
ENSG00000147234	protein_coding
ENSG00000104885	protein_coding
ENSG00000107816	protein_coding
ENSG00000160469	protein_coding
ENSG00000162298	protein_coding
ENSG00000163995	protein_coding
ENSG00000160961	protein_coding
ENSG00000143479	protein_coding
ENSG00000243943	protein_coding
ENSG00000143674	protein_coding
ENSG00000203965	protein_coding
ENSG00000198945	protein_coding
ENSG00000165443	protein_coding
ENSG00000196233	protein_coding
ENSG00000127334	protein_coding
ENSG00000166432	protein_coding
ENSG00000215041	protein_coding
ENSG00000188827	protein_coding
ENSG00000157890	protein_coding
ENSG00000277848	protein_coding
ENSG00000145794	protein_coding
ENSG00000142449	protein_coding
ENSG00000144048	protein_coding
ENSG00000272670	protein_coding
ENSG00000272636	protein_coding
ENSG00000149927	protein_coding
ENSG00000112584	protein_coding
ENSG00000275333	protein_coding
ENSG00000233561	protein_coding
ENSG00000206486	protein_coding
ENSG00000226171	protein_coding
ENSG00000231377	protein_coding
ENSG00000204560	protein_coding
ENSG00000233049	protein_coding
ENSG00000227222	protein_coding
ENSG00000233418	protein_coding
ENSG00000143318	protein_coding
ENSG00000204991	protein_coding
ENSG00000092051	protein_coding
ENSG00000189164	protein_coding
ENSG00000148826	protein_coding
ENSG00000158290	protein_coding
ENSG00000147535	protein_coding
ENSG00000167925	protein_coding
ENSG00000125885	protein_coding
ENSG00000166847	protein_coding
ENSG00000184378	protein_coding
ENSG00000105427	protein_coding
ENSG00000111644	protein_coding
ENSG00000139842	protein_coding
ENSG00000275619	protein_coding
ENSG00000170270	protein_coding
ENSG00000171135	protein_coding
ENSG00000144161	protein_coding
ENSG00000171476	protein_coding
ENSG00000188321	protein_coding
ENSG00000131721	protein_coding
ENSG00000186073	protein_coding
ENSG00000036257	protein_coding
ENSG00000139767	protein_coding
ENSG00000154930	protein_coding
ENSG00000183250	lincRNA
ENSG00000152034	protein_coding
ENSG00000108094	protein_coding
ENSG00000163376	protein_coding
ENSG00000162929	protein_coding
ENSG00000055950	protein_coding
ENSG00000137338	protein_coding
ENSG00000269556	protein_coding
ENSG00000198042	protein_coding
ENSG00000055130	protein_coding
ENSG00000178184	protein_coding
ENSG00000146267	protein_coding
ENSG00000101460	protein_coding
ENSG00000239533	transcribed_unprocessed_pseudogene
ENSG00000088812	protein_coding
ENSG00000102891	protein_coding
ENSG00000221955	protein_coding
ENSG00000120563	protein_coding
ENSG00000109101	protein_coding
ENSG00000188517	protein_coding
ENSG00000090581	protein_coding
ENSG00000116830	protein_coding
ENSG00000128294	protein_coding
ENSG00000118729	protein_coding
ENSG00000169902	protein_coding
ENSG00000124171	protein_coding
ENSG00000185278	protein_coding
ENSG00000171396	protein_coding
ENSG00000176014	protein_coding
ENSG00000116981	protein_coding
ENSG00000197114	protein_coding
ENSG00000144057	protein_coding
ENSG00000180626	protein_coding
ENSG00000149571	protein_coding
ENSG00000164694	protein_coding
ENSG00000133619	protein_coding
ENSG00000225614	protein_coding
ENSG00000196358	protein_coding
ENSG00000182095	protein_coding
ENSG00000172059	protein_coding
ENSG00000146216	protein_coding
ENSG00000185985	protein_coding
ENSG00000169129	protein_coding
ENSG00000116014	protein_coding
ENSG00000147138	protein_coding
ENSG00000136697	protein_coding
ENSG00000074219	protein_coding
ENSG00000170185	protein_coding
ENSG00000148110	protein_coding
ENSG00000141200	protein_coding
ENSG00000128346	protein_coding
ENSG00000138308	protein_coding
ENSG00000163202	protein_coding
ENSG00000062282	protein_coding
ENSG00000196284	protein_coding
ENSG00000123179	protein_coding
ENSG00000145879	protein_coding
ENSG00000164299	protein_coding
ENSG00000140632	protein_coding
ENSG00000231177	antisense_RNA
ENSG00000131355	protein_coding
ENSG00000165799	protein_coding
ENSG00000130783	protein_coding
ENSG00000162961	protein_coding
ENSG00000274636	protein_coding
ENSG00000126603	protein_coding
ENSG00000138347	protein_coding
ENSG00000163515	protein_coding
ENSG00000179111	protein_coding
ENSG00000122591	protein_coding
ENSG00000170832	protein_coding
ENSG00000197937	protein_coding
ENSG00000131538	lincRNA
ENSG00000183385	lincRNA
ENSG00000132357	protein_coding
ENSG00000147573	protein_coding
ENSG00000158022	protein_coding
ENSG00000198054	protein_coding
ENSG00000089094	protein_coding
ENSG00000065923	protein_coding
ENSG00000153147	protein_coding
ENSG00000110455	protein_coding
ENSG00000137133	protein_coding
ENSG00000168348	protein_coding
ENSG00000108819	protein_coding
ENSG00000164972	protein_coding
ENSG00000166928	protein_coding
ENSG00000077800	protein_coding
ENSG00000141255	protein_coding
ENSG00000135248	protein_coding
ENSG00000138483	protein_coding
ENSG00000124370	protein_coding
ENSG00000135355	protein_coding
ENSG00000115318	protein_coding
ENSG00000143994	protein_coding
ENSG00000180881	protein_coding
ENSG00000060566	protein_coding
ENSG00000036828	protein_coding
ENSG00000133454	protein_coding
ENSG00000131055	protein_coding
ENSG00000130299	protein_coding
ENSG00000166123	protein_coding
ENSG00000133134	protein_coding
ENSG00000072201	protein_coding
ENSG00000137463	protein_coding
ENSG00000154556	protein_coding
ENSG00000167674	protein_coding
ENSG00000133124	protein_coding
ENSG00000165282	protein_coding
ENSG00000134222	protein_coding
ENSG00000106086	protein_coding
ENSG00000130723	protein_coding
ENSG00000111671	protein_coding
ENSG00000173894	protein_coding
ENSG00000183615	protein_coding
ENSG00000150656	protein_coding
ENSG00000147162	protein_coding
ENSG00000272620	antisense_RNA
ENSG00000175970	protein_coding
ENSG00000135093	protein_coding
ENSG00000172728	protein_coding
ENSG00000237172	protein_coding
ENSG00000115289	protein_coding
ENSG00000161551	protein_coding
ENSG00000130038	protein_coding
ENSG00000124900	protein_coding
ENSG00000254858	protein_coding
ENSG00000143776	protein_coding
ENSG00000223972	transcribed_unprocessed_pseudogene
ENSG00000198182	protein_coding
ENSG00000156269	protein_coding
ENSG00000140030	protein_coding
ENSG00000133247	protein_coding
ENSG00000167553	protein_coding
ENSG00000178397	protein_coding
ENSG00000237424	antisense_RNA
ENSG00000119943	protein_coding
ENSG00000167747	protein_coding
ENSG00000149929	protein_coding
ENSG00000121691	protein_coding
ENSG00000138678	protein_coding
ENSG00000135953	protein_coding
ENSG00000167604	protein_coding
ENSG00000187642	protein_coding
ENSG00000215908	transcribed_unprocessed_pseudogene
ENSG00000101146	protein_coding
ENSG00000137656	protein_coding
ENSG00000115556	protein_coding
ENSG00000160539	protein_coding
ENSG00000130347	protein_coding
ENSG00000129235	protein_coding
ENSG00000163702	protein_coding
ENSG00000046651	protein_coding
ENSG00000214783	processed_transcript
ENSG00000176619	protein_coding
ENSG00000132185	protein_coding
ENSG00000173349	protein_coding
ENSG00000138623	protein_coding
ENSG00000111863	protein_coding
ENSG00000214262	transcribed_processed_pseudogene
ENSG00000173915	protein_coding
ENSG00000114779	protein_coding
ENSG00000162714	protein_coding
ENSG00000173976	protein_coding
ENSG00000138615	protein_coding
