project	sample	run	sharq_beta_tissue
SRP012682	SRS524781	SRR1082128	Uterus
SRP012682	SRS644131	SRR1435797	Ovary
SRP012682	SRS643916	SRR1431288	Muscle
SRP012682	SRS630018	SRR1361674	Brain
SRP012682	SRS635161	SRR1382732	Brain
SRP012682	SRS648325	SRR1468876	Bone Marrow
SRP012682	SRS650099	SRR1498931	Adipose Tissue
SRP012682	SRS525087	SRR1088413	Pancreas
SRP012682	SRS644157	SRR1436262	Small Intestine
SRP012682	SRS525353	SRR1093314	Small Intestine
SRP012682	SRS635186	SRR1383148	Esophagus
SRP012682	SRS526699	SRR1102656	Esophagus
SRP012682	SRS526568	SRR1100540	Skin
SRP012682	SRS524326	SRR1071717	Bladder
SRP012682	SRS631250	SRR1365356	Thyroid
SRP012682	SRS524586	SRR1077619	Esophagus
SRP012682	SRS644210	SRR1437390	Adipose Tissue
SRP012682	SRS638298	SRR1408227	Heart
SRP012682	SRS524401	SRR1073531	Testis
SRP012682	SRS629418	SRR1350107	Brain
SRP012682	SRS644057	SRR1434271	Brain
SRP012682	SRS627398	SRR1334889	Muscle
SRP012682	SRS634305	SRR1377578	Kidney
SRP012682	SRS524471	SRR1075273	Skin
SRP012682	SRS524761	SRR1081688	Testis
SRP012682	SRS637672	SRR1396987	Skin
SRP012682	SRS648427	SRR1471029	Testis
SRP012682	SRS630059	SRR1362287	Pituitary
SRP012682	SRS634075	SRR1375271	Brain
SRP012682	SRS524886	SRR1084505	Colon
SRP012682	SRS644022	SRR1433514	Skin
SRP012682	SRS526247	SRR1099694	Adrenal Gland
SRP012682	SRS528007	SRR1105417	Esophagus
SRP012682	SRS627196	SRR1333485	Adipose Tissue
SRP012682	SRS524834	SRR1083262	Stomach
SRP012682	SRS629967	SRR1360674	Brain
SRP012682	SRS645861	SRR1455482	Skin
SRP012682	SRS643883	SRR1430570	Brain
SRP012682	SRS638316	SRR1408574	Breast
SRP012682	SRS629403	SRR1349790	Skin
SRP012682	SRS534679	SRR1120384	Blood Vessel
SRP012682	SRS526089	SRR1097501	Blood Vessel
SRP012682	SRS524605	SRR1078042	Ovary
SRP012682	SRS634135	SRR1376476	Colon
SRP012682	SRS648611	SRR1474754	Brain
SRP012682	SRS638290	SRR1408055	Blood Vessel
SRP012682	SRS374991	SRR614839	Muscle
SRP012682	SRS524779	SRR1082080	Pancreas
SRP012682	SRS524381	SRR1073045	Vagina
SRP012682	SRS525176	SRR1089713	Blood Vessel
SRP012682	SRS525098	SRR1088680	Stomach
SRP012682	SRS636586	SRR1392121	Skin
SRP012682	SRS524706	SRR1080391	Esophagus
SRP012682	SRS639250	SRR1415004	Adipose Tissue
SRP012682	SRS627729	SRR1337707	Skin
SRP012682	SRS524962	SRR1086304	Heart
SRP012682	SRS524863	SRR1083959	Breast
SRP012682	SRS624012	SRR1311622	Blood Vessel
SRP012682	SRS524261	SRR1070308	Blood Vessel
SRP012682	SRS524938	SRR1085759	Kidney
SRP012682	SRS524707	SRR1080415	Heart
SRP012682	SRS525083	SRR1088316	Skin
SRP012682	SRS524955	SRR1086140	Heart
SRP012682	SRS627792	SRR1339007	Pituitary
SRP012682	SRS639331	SRR1416596	Blood Vessel
SRP012682	SRS525085	SRR1088365	Adrenal Gland
SRP012682	SRS524669	SRR1079543	Esophagus
SRP012682	SRS377773	SRR627445	Lung
SRP012682	SRS524905	SRR1084965	Heart
SRP012682	SRS333402	SRR602131	Brain
SRP012682	SRS1036029	SRR2185057	Blood
SRP012682	SRS333149	SRR604414	Skin
SRP012682	SRS1038030	SRR2170696	Blood
SRP012682	SRS333100	SRR598068	Thyroid
SRP012682	SRS389303	SRR656745	Brain
SRP012682	SRS333230	SRR602564	Blood
SRP012682	SRS627195	SRR1333462	Blood
SRP012682	SRS637867	SRR1400269	Brain
SRP012682	SRS645767	SRR1453456	Blood
SRP012682	SRS638407	SRR1409790	Liver
SRP012682	SRS333174	SRR602839	Brain
SRP012682	SRS626939	SRR1329377	Brain
SRP012682	SRS649662	SRR1488285	Brain
SRP012682	SRS389672	SRR659875	Blood
SRP012682	SRS408282	SRR810343	Thyroid
SRP012682	SRS333627	SRR607863	Lung
SRP012682	SRS408331	SRR811447	Testis
SRP012682	SRS644645	SRR1445365	Blood
SRP012682	SRS408592	SRR816403	Esophagus
SRP012682	SRS408452	SRR814341	Esophagus
SRP012682	SRS643950	SRR1431991	Thyroid
SRP012682	SRS333110	SRR607935	Brain
SRP012682	SRS408112	SRR807613	Nerve
SRP012682	SRS389679	SRR659804	Adipose Tissue
SRP012682	SRS408307	SRR810921	Blood Vessel
SRP012682	SRS408408	SRR813560	Blood
SRP012682	SRS644713	SRR1446828	Brain
SRP012682	SRS389810	SRR660883	Skin
SRP012682	SRS408680	SRR817905	Brain
SRP012682	SRS629462	SRR1351057	Skin
SRP012682	SRS630080	SRR1362417	Brain
SRP012682	SRS408643	SRR817306	Esophagus
SRP012682	SRS644115	SRR1435460	Small Intestine
SRP012682	SRS389118	SRR658433	Muscle
SRP012682	SRS626822	SRR1328642	Blood
SRP012682	SRS408652	SRR817512	Testis
SRP012682	SRS625546	SRR1320712	Blood Vessel
SRP012682	SRS637816	SRR1399223	Bone Marrow
SRP012682	SRS408698	SRR818188	Brain
SRP012682	SRS408519	SRR815588	Testis
SRP012682	SRS630092	SRR1362643	Brain
SRP012682	SRS643999	SRR1433044	Blood
SRP012682	SRS646041	SRR1459423	Brain
SRP012682	SRS650167	SRR1500428	Brain
SRP012682	SRS525094	SRR1088581	Muscle
SRP012682	SRS408247	SRR809755	Blood Vessel
SRP012682	SRS623958	SRR1310563	Heart
SRP012682	SRS648648	SRR1475524	Lung
SRP012682	SRS637614	SRR1395764	Esophagus
SRP012682	SRS638141	SRR1405504	Lung
SRP012682	SRS389667	SRR660030	Bone Marrow
SRP012682	SRS643882	SRR1430549	Adipose Tissue
SRP012682	SRS408743	SRR818797	Adipose Tissue
SRP012682	SRS643983	SRR1432695	Skin
SRP012682	SRS333601	SRR602437	Heart
SRP012682	SRS648443	SRR1471374	Brain
SRP012682	SRS389645	SRR659331	Brain
SRP012682	SRS624031	SRR1312024	Thyroid
SRP012682	SRS408132	SRR808086	Nerve
SRP012682	SRS637687	SRR1397312	Esophagus
SRP012682	SRS648855	SRR1479888	Skin
SRP012682	SRS644563	SRR1443654	Esophagus
SRP012682	SRS627825	SRR1339699	Ovary
SRP012682	SRS625596	SRR1321591	Esophagus
SRP012682	SRS646014	SRR1458810	Brain
SRP012682	SRS389778	SRR665502	Brain
SRP012682	SRS374878	SRR613963	Blood
SRP012682	SRS636052	SRR1386708	Brain
SRP012682	SRS374987	SRR615695	Lung
SRP012682	SRS635382	SRR1385080	Brain
SRP012682	SRS629581	SRR1353618	Skin
SRP012682	SRS526071	SRR1097013	Adipose Tissue
SRP012682	SRS645973	SRR1457895	Blood
SRP012682	SRS623981	SRR1311040	Skin
SRP012682	SRS625405	SRR1318208	Colon
SRP012682	SRS526615	SRR1101421	Brain
SRP012682	SRS374894	SRR613687	Nerve
SRP012682	SRS524686	SRR1079948	Breast
SRP012682	SRS629527	SRR1352507	Liver
SRP012682	SRS625494	SRR1319772	Blood
SRP012682	SRS634139	SRR1376557	Pituitary
SRP012682	SRS389834	SRR663404	Heart
SRP012682	SRS648403	SRR1470513	Colon
SRP012682	SRS645826	SRR1454717	Esophagus
SRP012682	SRS639455	SRR1419062	Blood Vessel
SRP012682	SRS639565	SRR1421420	Blood Vessel
SRP012682	SRS627202	SRR1333609	Bone Marrow
SRP012682	SRS645875	SRR1455783	Pancreas
SRP012682	SRS637712	SRR1397781	Colon
SRP012682	SRS524292	SRR1071035	Skin
SRP012682	SRS645838	SRR1454971	Skin
SRP012682	SRS333156	SRR600900	Lung
SRP012682	SRS648317	SRR1468700	Pituitary
SRP012682	SRS644698	SRR1446499	Ovary
SRP012682	SRS650133	SRR1499699	Thyroid
SRP012682	SRS648426	SRR1471011	Nerve
SRP012682	SRS389735	SRR660295	Blood
SRP012682	SRS644206	SRR1437306	Brain
SRP012682	SRS333433	SRR601477	Lung
SRP012682	SRS649782	SRR1491293	Brain
SRP012682	SRS626831	SRR1328797	Muscle
SRP012682	SRS627707	SRR1337238	Heart
SRP012682	SRS374842	SRR614395	Adipose Tissue
SRP012682	SRS633712	SRR1373940	Brain
SRP012682	SRS644756	SRR1447760	Pancreas
SRP012682	SRS627346	SRR1334512	Muscle
SRP012682	SRS374962	SRR614515	Brain
SRP012682	SRS644457	SRR1441398	Spleen
SRP012682	SRS634801	SRR1380847	Testis
SRP012682	SRS629292	SRR1348114	Blood
SRP012682	SRS626595	SRR1327327	Testis
SRP012682	SRS629952	SRR1360442	Heart
SRP012682	SRS627834	SRR1339903	Esophagus
SRP012682	SRS374869	SRR613522	Blood Vessel
SRP012682	SRS648454	SRR1471612	Bone Marrow
SRP012682	SRS629765	SRR1356487	Heart
SRP012682	SRS637715	SRR1397861	Thyroid
SRP012682	SRS635294	SRR1383763	Liver
SRP012682	SRS638080	SRR1404209	Adipose Tissue
SRP012682	SRS649639	SRR1487784	Pancreas
SRP012682	SRS524396	SRR1073413	Blood
SRP012682	SRS524709	SRR1080459	Adipose Tissue
SRP012682	SRS648823	SRR1479263	Heart
SRP012682	SRS649612	SRR1487215	Lung
SRP012682	SRS629629	SRR1354620	Blood Vessel
SRP012682	SRS648842	SRR1479663	Thyroid
SRP012682	SRS625739	SRR1324226	Skin
SRP012682	SRS638389	SRR1409641	Heart
SRP012682	SRS624120	SRR1312743	Brain
SRP012682	SRS627710	SRR1337302	Blood Vessel
SRP012682	SRS648646	SRR1475483	Thyroid
SRP012682	SRS638534	SRR1410264	Brain
SRP012682	SRS638116	SRR1404969	Brain
SRP012682	SRS333107	SRR603726	Thyroid
SRP012682	SRS629298	SRR1348248	Stomach
SRP012682	SRS524968	SRR1086441	Prostate
SRP012682	SRS643935	SRR1431670	Skin
SRP012682	SRS648779	SRR1478272	Esophagus
SRP012682	SRS648300	SRR1468314	Liver
SRP012682	SRS648431	SRR1471117	Muscle
SRP012682	SRS624009	SRR1311553	Muscle
SRP012682	SRS526085	SRR1097344	Prostate
SRP012682	SRS389830	SRR663368	Thyroid
SRP012682	SRS637844	SRR1399779	Brain
SRP012682	SRS629885	SRR1359062	Adipose Tissue
SRP012682	SRS643915	SRR1431270	Skin
SRP012682	SRS374807	SRR613214	Blood Vessel
SRP012682	SRS626972	SRR1329885	Brain
SRP012682	SRS625642	SRR1322555	Brain
SRP012682	SRS648238	SRR1466975	Brain
SRP012682	SRS649556	SRR1486021	Blood
SRP012682	SRS645987	SRR1458220	Muscle
SRP012682	SRS639198	SRR1413998	Bone Marrow
SRP012682	SRS625632	SRR1322355	Testis
SRP012682	SRS648559	SRR1473822	Brain
SRP012682	SRS524332	SRR1071856	Blood Vessel
SRP012682	SRS629853	SRR1358435	Skin
SRP012682	SRS637857	SRR1400054	Blood
SRP012682	SRS627858	SRR1340369	Esophagus
SRP012682	SRS639540	SRR1420891	Brain
SRP012682	SRS648552	SRR1473674	Liver
SRP012682	SRS631457	SRR1368597	Adipose Tissue
SRP012682	SRS374795	SRR613078	Blood Vessel
SRP012682	SRS644518	SRR1442686	Heart
SRP012682	SRS623963	SRR1310667	Breast
SRP012682	SRS536144	SRR1122940	Bone Marrow
SRP012682	SRS629611	SRR1354225	Thyroid
SRP012682	SRS524340	SRR1072055	Esophagus
SRP012682	SRS524627	SRR1078562	Esophagus
SRP012682	SRS627039	SRR1330284	Nerve
SRP012682	SRS389059	SRR655852	Breast
SRP012682	SRS629525	SRR1352457	Breast
SRP012682	SRS627723	SRR1337585	Skin
SRP012682	SRS636054	SRR1386753	Colon
SRP012682	SRS625541	SRR1320624	Nerve
SRP012682	SRS408852	SRR820492	Blood Vessel
SRP012682	SRS648812	SRR1479014	Blood Vessel
SRP012682	SRS629229	SRR1346909	Adipose Tissue
SRP012682	SRS629909	SRR1359565	Esophagus
SRP012682	SRS623969	SRR1310797	Lung
SRP012682	SRS638265	SRR1407602	Skin
SRP012682	SRS629600	SRR1353994	Breast
SRP012682	SRS627080	SRR1331037	Pancreas
SRP012682	SRS625348	SRR1317410	Adipose Tissue
SRP012682	SRS624977	SRR1314728	Skin
SRP012682	SRS628805	SRR1345736	Heart
SRP012682	SRS374903	SRR613843	Blood Vessel
SRP012682	SRS638124	SRR1405147	Salivary Gland
SRP012682	SRS648529	SRR1473185	Brain
SRP012682	SRS627275	SRR1334055	Colon
SRP012682	SRS646047	SRR1459561	Breast
SRP012682	SRS630097	SRR1362713	Lung
SRP012682	SRS627189	SRR1333370	Testis
SRP012682	SRS636701	SRR1392774	Adipose Tissue
SRP012682	SRS524206	SRR1069024	Blood
SRP012682	SRS408308	SRR810945	Blood
SRP012682	SRS626847	SRR1329131	Colon
SRP012682	SRS637841	SRR1399711	Blood Vessel
SRP012682	SRS644493	SRR1442173	Esophagus
SRP012682	SRS524766	SRR1081789	Prostate
SRP012682	SRS639252	SRR1415026	Blood Vessel
SRP012682	SRS525993	SRR1095651	Pancreas
SRP012682	SRS534951	SRR1120891	Colon
SRP012682	SRS389803	SRR661108	Adipose Tissue
SRP012682	SRS643973	SRR1432476	Testis
SRP012682	SRS525119	SRR1089078	Esophagus
SRP012682	SRS524584	SRR1077575	Esophagus
SRP012682	SRS628780	SRR1345200	Testis
SRP012682	SRS623992	SRR1311266	Adipose Tissue
SRP012682	SRS525205	SRR1090407	Adipose Tissue
SRP012682	SRS637722	SRR1398013	Skin
SRP012682	SRS644652	SRR1445514	Brain
SRP012682	SRS524805	SRR1082568	Esophagus
SRP012682	SRS628809	SRR1345827	Heart
SRP012682	SRS629307	SRR1348446	Brain
SRP012682	SRS525180	SRR1089809	Thyroid
SRP012682	SRS627715	SRR1337412	Brain
SRP012682	SRS644110	SRR1435351	Esophagus
SRP012682	SRS643921	SRR1431385	Lung
SRP012682	SRS629656	SRR1354955	Muscle
SRP012682	SRS637735	SRR1398293	Testis
SRP012682	SRS648808	SRR1478921	Skin
SRP012682	SRS635405	SRR1385343	Skin
SRP012682	SRS388999	SRR654802	Muscle
SRP012682	SRS631427	SRR1368178	Brain
SRP012682	SRS630054	SRR1362200	Skin
SRP012682	SRS524621	SRR1078417	Skin
SRP012682	SRS631394	SRR1367456	Heart
SRP012682	SRS649456	SRR1485190	Skin
SRP012682	SRS626174	SRR1325138	NA
SRP012682	SRS389684	SRR660066	Muscle
SRP012682	SRS646045	SRR1459519	Nerve
SRP012682	SRS625466	SRR1319182	Esophagus
SRP012682	SRS644726	SRR1447103	Muscle
SRP012682	SRS638374	SRR1409305	Brain
SRP012682	SRS524896	SRR1084742	Esophagus
SRP012682	SRS629277	SRR1347870	Esophagus
SRP012682	SRS639161	SRR1413284	Adipose Tissue
SRP012682	SRS524867	SRR1084055	Spleen
SRP012682	SRS525973	SRR1094601	Blood
SRP012682	SRS525259	SRR1091184	Nerve
SRP012682	SRS526127	SRR1098146	Stomach
SRP012682	SRS524365	SRR1072650	Heart
SRP012682	SRS644693	SRR1446393	Heart
SRP012682	SRS525326	SRR1092706	Brain
SRP012682	SRS389638	SRR659533	Blood Vessel
SRP012682	SRS629231	SRR1346957	Testis
SRP012682	SRS644043	SRR1433971	Brain
SRP012682	SRS525000	SRR1087197	Heart
SRP012682	SRS638071	SRR1404024	Blood
SRP012682	SRS644568	SRR1443755	Stomach
SRP012682	SRS524579	SRR1077455	Pituitary
SRP012682	SRS526003	SRR1095889	Esophagus
SRP012682	SRS645793	SRR1454009	Breast
SRP012682	SRS623972	SRR1310855	Skin
SRP012682	SRS648478	SRR1472126	Esophagus
SRP012682	SRS634552	SRR1379089	Lung
SRP012682	SRS524294	SRR1071084	Breast
SRP012682	SRS639197	SRR1413978	Pituitary
SRP012682	SRS638549	SRR1410594	Skin
SRP012682	SRS645900	SRR1456314	Esophagus
SRP012682	SRS627719	SRR1337495	Colon
SRP012682	SRS524671	SRR1079591	Brain
SRP012682	SRS637988	SRR1402563	Bone Marrow
SRP012682	SRS648650	SRR1475566	Adipose Tissue
SRP012682	SRS631460	SRR1368668	Blood Vessel
SRP012682	SRS645885	SRR1455989	Esophagus
SRP012682	SRS646057	SRR1459785	Esophagus
SRP012682	SRS644387	SRR1439896	Pituitary
SRP012682	SRS645746	SRR1453005	Prostate
SRP012682	SRS389783	SRR660871	Blood
SRP012682	SRS648121	SRR1464494	Esophagus
SRP012682	SRS639227	SRR1414559	Blood
SRP012682	SRS524817	SRR1082859	Breast
SRP012682	SRS638261	SRR1407516	Blood
SRP012682	SRS635302	SRR1383960	Heart
SRP012682	SRS377778	SRR627451	Brain
SRP012682	SRS636346	SRR1390143	Esophagus
SRP012682	SRS626203	SRR1325771	Blood Vessel
SRP012682	SRS524197	SRR1068808	Skin
SRP012682	SRS526680	SRR1102198	Colon
SRP012682	SRS637970	SRR1402153	Muscle
SRP012682	SRS526120	SRR1097978	Brain
SRP012682	SRS526585	SRR1100917	Esophagus
SRP012682	SRS636366	SRR1390561	Nerve
SRP012682	SRS524606	SRR1078066	Pancreas
SRP012682	SRS631341	SRR1366985	Prostate
SRP012682	SRS650185	SRR1500822	Skin
SRP012682	SRS649536	SRR1485587	Small Intestine
SRP012682	SRS629902	SRR1359428	Ovary
SRP012682	SRS648531	SRR1473232	Colon
SRP012682	SRS534678	SRR1120363	Pancreas
SRP012682	SRS524972	SRR1086538	Breast
SRP012682	SRS649739	SRR1489926	Blood
SRP012682	SRS634793	SRR1380680	Brain
SRP012682	SRS644503	SRR1442376	Skin
SRP012682	SRS649568	SRR1486262	Breast
SRP012682	SRS648327	SRR1468914	Esophagus
SRP012682	SRS626202	SRR1325752	Adrenal Gland
SRP012682	SRS630517	SRR1363633	Brain
SRP012682	SRS389080	SRR658164	Nerve
SRP012682	SRS524995	SRR1087079	Nerve
SRP012682	SRS629760	SRR1356375	Brain
SRP012682	SRS648418	SRR1470834	Small Intestine
SRP012682	SRS526675	SRR1102079	Lung
SRP012682	SRS524316	SRR1071475	Ovary
SRP012682	SRS629797	SRR1357210	Lung
SRP012682	SRS525966	SRR1094430	Blood Vessel
SRP012682	SRS629942	SRR1360235	Blood Vessel
SRP012682	SRS637674	SRR1397030	Vagina
SRP012682	SRS638551	SRR1410634	Colon
SRP012682	SRS627787	SRR1338901	Thyroid
SRP012682	SRS637899	SRR1400799	Esophagus
SRP012682	SRS648357	SRR1469570	Blood Vessel
SRP012682	SRS629567	SRR1353332	Colon
SRP012682	SRS377764	SRR627433	Brain
SRP012682	SRS524213	SRR1069188	Brain
SRP012682	SRS637853	SRR1399971	Adipose Tissue
SRP012682	SRS645735	SRR1452765	Skin
SRP012682	SRS648345	SRR1469300	Skin
SRP012682	SRS525007	SRR1087369	Skin
SRP012682	SRS332990	SRR599510	Brain
SRP012682	SRS333056	SRR600924	Heart
SRP012682	SRS389001	SRR657659	Lung
SRP012682	SRS389781	SRR661735	Adipose Tissue
SRP012682	SRS639337	SRR1416713	Adrenal Gland
SRP012682	SRS332950	SRR608662	Brain
SRP012682	SRS408505	SRR815280	Prostate
SRP012682	SRS389954	SRR662390	Heart
SRP012682	SRS389652	SRR659307	Blood Vessel
SRP012682	SRS333314	SRR598645	Thyroid
SRP012682	SRS524325	SRR1071692	Heart
SRP012682	SRS389959	SRR662823	Blood Vessel
SRP012682	SRS408493	SRR814996	Nerve
SRP012682	SRS389108	SRR658105	Breast
SRP012682	SRS389971	SRR662689	Brain
SRP012682	SRS408460	SRR814515	Esophagus
SRP012682	SRS408727	SRR818537	Blood
SRP012682	SRS389160	SRR656528	Thyroid
SRP012682	SRS635153	SRR1382591	Blood Vessel
SRP012682	SRS389919	SRR663002	Skin
SRP012682	SRS389726	SRR660188	Skin
SRP012682	SRS629311	SRR1348531	Prostate
SRP012682	SRS639472	SRR1419429	Blood
SRP012682	SRS524437	SRR1074474	Adrenal Gland
SRP012682	SRS333014	SRR601122	Brain
SRP012682	SRS408237	SRR809503	Thyroid
SRP012682	SRS630025	SRR1361795	Brain
SRP012682	SRS389369	SRR657042	Skin
SRP012682	SRS408758	SRR818999	Blood Vessel
SRP012682	SRS408669	SRR817775	Brain
SRP012682	SRS631170	SRR1364953	Testis
SRP012682	SRS389662	SRR659923	Thyroid
SRP012682	SRS630061	SRR1362332	Colon
SRP012682	SRS408787	SRR819430	Blood
SRP012682	SRS408110	SRR807567	Blood Vessel
SRP012682	SRS650179	SRR1500684	Skin
SRP012682	SRS389116	SRR658421	Heart
SRP012682	SRS649528	SRR1485416	Adipose Tissue
SRP012682	SRS389091	SRR655887	Muscle
SRP012682	SRS637740	SRR1398393	Bone Marrow
SRP012682	SRS408609	SRR816794	Colon
SRP012682	SRS526559	SRR1100029	Esophagus
SRP012682	SRS627114	SRR1331793	Skin
SRP012682	SRS408125	SRR807925	Blood
SRP012682	SRS648828	SRR1479370	Colon
SRP012682	SRS629549	SRR1352936	Heart
SRP012682	SRS650067	SRR1498226	Thyroid
SRP012682	SRS625498	SRR1319858	Thyroid
SRP012682	SRS389966	SRR663453	Brain
SRP012682	SRS634110	SRR1375952	Brain
SRP012682	SRS648249	SRR1467212	Brain
SRP012682	SRS627915	SRR1341321	Stomach
SRP012682	SRS374988	SRR614455	Brain
SRP012682	SRS624002	SRR1311400	Brain
SRP012682	SRS639401	SRR1417912	Brain
SRP012682	SRS389533	SRR657961	Bone Marrow
SRP012682	SRS408899	SRR821231	Pancreas
SRP012682	SRS526688	SRR1102393	Blood Vessel
SRP012682	SRS638314	SRR1408529	Muscle
SRP012682	SRS650146	SRR1499982	Brain
SRP012682	SRS374986	SRR615527	Skin
SRP012682	SRS629579	SRR1353577	Colon
SRP012682	SRS333278	SRR598148	Heart
SRP012682	SRS629836	SRR1358060	Blood Vessel
SRP012682	SRS389857	SRR663573	Lung
SRP012682	SRS645909	SRR1456514	Brain
SRP012682	SRS625496	SRR1319816	Brain
SRP012682	SRS374853	SRR614467	Blood Vessel
SRP012682	SRS524813	SRR1082759	Brain
SRP012682	SRS644399	SRR1440137	Blood
SRP012682	SRS624914	SRR1314113	Blood
SRP012682	SRS389586	SRR658707	Muscle
SRP012682	SRS635324	SRR1384371	Muscle
SRP012682	SRS408309	SRR810957	Brain
SRP012682	SRS644598	SRR1444390	Heart
SRP012682	SRS634108	SRR1375927	Brain
SRP012682	SRS634770	SRR1380184	Skin
SRP012682	SRS648822	SRR1479239	Brain
SRP012682	SRS649672	SRR1488491	Esophagus
SRP012682	SRS643910	SRR1431157	Skin
SRP012682	SRS644181	SRR1436781	Ovary
SRP012682	SRS638256	SRR1407410	Nerve
SRP012682	SRS408545	SRR815845	Prostate
SRP012682	SRS636264	SRR1389218	Brain
SRP012682	SRS648432	SRR1471135	Bone Marrow
SRP012682	SRS644610	SRR1444644	Heart
SRP012682	SRS524446	SRR1074670	Muscle
SRP012682	SRS408314	SRR811073	Breast
SRP012682	SRS643819	SRR1429181	Breast
SRP012682	SRS408417	SRR813776	Adipose Tissue
SRP012682	SRS627390	SRR1334814	Adipose Tissue
SRP012682	SRS636330	SRR1389777	Heart
SRP012682	SRS648819	SRR1479175	Esophagus
SRP012682	SRS648561	SRR1473870	Esophagus
SRP012682	SRS633792	SRR1374373	Pancreas
SRP012682	SRS629439	SRR1350566	Thyroid
SRP012682	SRS634159	SRR1376983	Skin
SRP012682	SRS639237	SRR1414749	Blood Vessel
SRP012682	SRS646062	SRR1459889	Stomach
SRP012682	SRS333572	SRR603918	Heart
SRP012682	SRS627115	SRR1331818	Blood Vessel
SRP012682	SRS525312	SRR1092372	Blood Vessel
SRP012682	SRS645764	SRR1453392	Nerve
SRP012682	SRS374952	SRR614743	Thyroid
SRP012682	SRS634085	SRR1375439	Muscle
SRP012682	SRS644531	SRR1442966	Small Intestine
SRP012682	SRS636078	SRR1387264	Brain
SRP012682	SRS629286	SRR1347998	Testis
SRP012682	SRS638190	SRR1406307	Thyroid
SRP012682	SRS636698	SRR1392701	Blood
SRP012682	SRS646055	SRR1459739	Blood
SRP012682	SRS638568	SRR1410979	Small Intestine
SRP012682	SRS524576	SRR1077380	Colon
SRP012682	SRS638269	SRR1407693	Colon
SRP012682	SRS333535	SRR598768	Brain
SRP012682	SRS374711	SRR612407	Brain
SRP012682	SRS639185	SRR1413768	Brain
SRP012682	SRS643861	SRR1430088	Colon
SRP012682	SRS624005	SRR1311464	Colon
SRP012682	SRS628357	SRR1343093	Skin
SRP012682	SRS627777	SRR1338687	Esophagus
SRP012682	SRS389038	SRR656071	Blood
SRP012682	SRS645733	SRR1452718	Skin
SRP012682	SRS648316	SRR1468682	Heart
SRP012682	SRS625394	SRR1317963	Pituitary
SRP012682	SRS626254	SRR1326449	Small Intestine
SRP012682	SRS633868	SRR1374647	Blood
SRP012682	SRS648373	SRR1469926	Esophagus
SRP012682	SRS648722	SRR1477080	Brain
SRP012682	SRS648751	SRR1477693	Esophagus
SRP012682	SRS644391	SRR1439976	Vagina
SRP012682	SRS626957	SRR1329761	Brain
SRP012682	SRS645778	SRR1453702	Brain
SRP012682	SRS333399	SRR603188	Lung
SRP012682	SRS648435	SRR1471200	Lung
SRP012682	SRS639385	SRR1417566	Spleen
SRP012682	SRS648553	SRR1473696	Skin
SRP012682	SRS629248	SRR1347322	Skin
SRP012682	SRS626840	SRR1329003	Muscle
SRP012682	SRS626955	SRR1329726	Stomach
SRP012682	SRS526693	SRR1102515	Esophagus
SRP012682	SRS648434	SRR1471178	Prostate
SRP012682	SRS648476	SRR1472079	Brain
SRP012682	SRS408251	SRR809853	Adipose Tissue
SRP012682	SRS634784	SRR1380482	Esophagus
SRP012682	SRS648348	SRR1469369	Adrenal Gland
SRP012682	SRS628351	SRR1342977	Esophagus
SRP012682	SRS625576	SRR1321165	Blood Vessel
SRP012682	SRS626193	SRR1325559	Skin
SRP012682	SRS648134	SRR1464766	Adipose Tissue
SRP012682	SRS638260	SRR1407492	Blood Vessel
SRP012682	SRS637276	SRR1394321	Esophagus
SRP012682	SRS623978	SRR1310975	Lung
SRP012682	SRS638109	SRR1404837	Muscle
SRP012682	SRS627953	SRR1342045	Brain
SRP012682	SRS627127	SRR1332069	Adipose Tissue
SRP012682	SRS644669	SRR1445873	Nerve
SRP012682	SRS627946	SRR1341898	Brain
SRP012682	SRS625392	SRR1317920	Muscle
SRP012682	SRS637298	SRR1394799	Brain
SRP012682	SRS626601	SRR1327454	Colon
SRP012682	SRS524237	SRR1069734	Testis
SRP012682	SRS644761	SRR1447871	Blood Vessel
SRP012682	SRS526621	SRR1101453	Ovary
SRP012682	SRS625753	SRR1324519	Pancreas
SRP012682	SRS626626	SRR1327994	Blood
SRP012682	SRS634354	SRR1378026	Blood
SRP012682	SRS377772	SRR627457	Lung
SRP012682	SRS643908	SRR1431121	Pancreas
SRP012682	SRS626621	SRR1327896	Breast
SRP012682	SRS377770	SRR627423	Blood
SRP012682	SRS374696	SRR612263	Adipose Tissue
SRP012682	SRS524940	SRR1085803	Skin
SRP012682	SRS629235	SRR1347042	Blood Vessel
SRP012682	SRS628343	SRR1342806	Colon
SRP012682	SRS649766	SRR1490505	Heart
SRP012682	SRS625538	SRR1320560	Brain
SRP012682	SRS643913	SRR1431229	Brain
SRP012682	SRS634870	SRR1381711	Skin
SRP012682	SRS389585	SRR658585	Blood
SRP012682	SRS524818	SRR1082883	Adipose Tissue
SRP012682	SRS643857	SRR1430001	Bone Marrow
SRP012682	SRS639434	SRR1418604	Brain
SRP012682	SRS629239	SRR1347123	Skin
SRP012682	SRS648778	SRR1478251	Adipose Tissue
SRP012682	SRS526142	SRR1098495	Stomach
SRP012682	SRS643944	SRR1431865	Pituitary
SRP012682	SRS648191	SRR1465983	Blood Vessel
SRP012682	SRS645863	SRR1455525	Muscle
SRP012682	SRS524719	SRR1080696	Prostate
